date,return
2011-01-03,0.008445864786340317
2011-01-04,-0.006928378119704952
2011-01-05,0.009406129746700954
2011-01-06,-0.0037386720680142537
2011-01-07,0.0010764253460554814
2011-01-10,0.0063304784200759676
2011-01-11,-0.0011231498022008955
2011-01-12,0.004058144236935015
2011-01-13,0.0009260571620019776
2011-01-14,0.004811278938080205
2011-01-18,0.0019753704463207787
2011-01-19,-0.009062306853094044
2011-01-20,-0.020580265011521916
2011-01-21,-0.0015258467163412098
2011-01-24,-0.00012552803289155045
2011-01-25,-0.004440759245438277
2011-01-26,0.009447993497115684
2011-01-27,0.012621400842701518
2011-01-28,-0.016028679273326962
2011-01-31,0.00567970847188184
2011-02-01,0.004219035663561413
2011-02-02,0.0010148771092793661
2011-02-03,0.0017537682512075699
2011-02-04,0.005884810379055907
2011-02-07,0.0036072825813105386
2011-02-08,0.003970794415046508
2011-02-09,-0.0026775087135936385
2011-02-10,-6.795118939978805e-05
2011-02-11,0.008998111309195483
2011-02-14,0.0048825847125572195
2011-02-15,-0.005973279817888681
2011-02-16,0.003217355237277172
2011-02-17,-0.005370915927723159
2011-02-18,-0.00215406392705957
2011-02-22,-0.026070761313441826
2011-02-23,-0.013596058906611001
2011-02-24,0.0077823727741664845
2011-02-25,0.009519725183785622
2011-02-28,-0.004864669913269832
2011-03-01,-0.012803690437475358
2011-03-02,0.003354940652910715
2011-03-03,0.015820198292661573
2011-03-04,-0.004091253292913718
2011-03-07,-0.013854633890400916
2011-03-08,0.00634661332371039
2011-03-09,-0.004192162425221838
2011-03-10,-0.012257181881398781
2011-03-11,0.00700858081481015
2011-03-14,-0.003958542636028773
2011-03-15,-0.0033876221741384683
2011-03-16,-0.012621896838645268
2011-03-17,0.008588067899846643
2011-03-18,-0.000640920719171769
2011-03-21,0.01464948970982098
2011-03-22,-0.006211830561050832
2011-03-23,0.003982817218304852
2011-03-24,0.011927554895486778
2011-03-25,0.004619809369277756
2011-03-28,-0.004976426946985008
2011-03-29,0.008166119149907532
2011-03-30,0.006700220862349078
2011-03-31,-0.0002493061100250249
2011-04-01,0.005198599129618519
2011-04-04,-0.001310106303113022
2011-04-05,-0.0005753572862240143
2011-04-06,-0.005436162258566968
2011-04-07,-0.000700229231084163
2011-04-08,-0.003585188807243586
2011-04-11,-0.004676470047228086
2011-04-12,-0.006732429732892453
2011-04-13,0.007824823528239997
2011-04-14,-0.00031467245567870766
2011-04-15,0.002223370101266221
2011-04-18,-0.006459542025105927
2011-04-19,0.005618744697147164
2011-04-20,0.021653847963731775
2011-04-21,0.00965503784814114
2011-04-25,-0.0028072278815807023
2011-04-26,0.002042021135690117
2011-04-27,-0.0020265194380576284
2011-04-28,-0.008034580523454935
2011-04-29,0.004267310764396862
2011-05-02,-0.0036697701233419557
2011-05-03,-0.011771124573846036
2011-05-04,-0.005774355515072917
2011-05-05,-0.0010693751069976486
2011-05-06,0.005914869401191822
2011-05-09,0.009992124271838642
2011-05-10,0.007654145694852004
2011-05-11,-0.014338175850727384
2011-05-12,0.0010572874256603716
2011-05-13,-0.008423015568647198
2011-05-16,-0.008116194673328867
2011-05-17,-0.003036758674604064
2011-05-18,0.01664270234034484
2011-05-19,0.0014048782354818933
2011-05-20,-0.002109444621301469
2011-05-23,-0.008408111622627527
2011-05-24,-6.010475233894125e-06
2011-05-25,0.009612637038523662
2011-05-26,0.00803156753437603
2011-05-27,0.0031365504287186783
2011-05-31,0.005160303518070804
2011-06-01,-0.01831232440167997
2011-06-02,0.008114997480477986
2011-06-03,-0.006598292257830029
2011-06-06,-0.01227808155215903
2011-06-07,0.0006175274274792963
2011-06-08,-0.007691692350836603
2011-06-09,0.011099147020712831
2011-06-10,-0.013899787479078789
2011-06-13,-0.006018797487669219
2011-06-14,0.015018123677298564
2011-06-15,-0.016672398415152175
2011-06-16,-0.008014177041347237
2011-06-17,-6.458255449463559e-05
2011-06-20,0.009971929530520798
2011-06-21,0.019600226818559524
2011-06-22,-0.006689283225456475
2011-06-23,0.0034624230247587238
2011-06-24,-0.0076902651899971065
2011-06-27,0.008880886010276506
2011-06-28,0.017003882732438125
2011-06-29,0.005140069757494093
2011-06-30,0.004653087865448988
2011-07-01,0.011700691338991516
2011-07-05,0.004636781952849705
2011-07-06,0.00229082417858385
2011-07-07,0.007170679992772845
2011-07-08,-0.0026621190991259597
2011-07-11,-0.018566517301112695
2011-07-12,-0.004541425977386248
2011-07-13,0.007051515995214518
2011-07-14,-0.008217754795971487
2011-07-15,0.007694388054177254
2011-07-18,-0.004736315611843481
2011-07-19,0.014727093058698393
2011-07-20,-0.0037358211375641236
2011-07-21,0.0065572596935822725
2011-07-22,0.002423010379601613
2011-07-25,-0.0030050889056341366
2011-07-26,-0.003809204917390185
2011-07-27,-0.01547798075208254
2011-07-28,-0.0018567092513101836
2011-07-29,-0.0030150331331831046
2011-08-01,-0.00047715792602732483
2011-08-02,-0.022915880662271054
2011-08-03,0.009537360312326597
2011-08-04,-0.04543882172140346
2011-08-05,-1.8986771140601106e-05
2011-08-08,-0.05739918837133214
2011-08-09,0.0458784604182818
2011-08-10,-0.02400676026920632
2011-08-11,0.03857405532304024
2011-08-12,0.01294860563007471
2011-08-15,0.009118230931819675
2011-08-16,-0.012839378610850716
2011-08-17,-0.005225923365321964
2011-08-18,-0.04876852607950323
2011-08-19,-0.016755905083779634
2011-08-22,0.0002569515652000811
2011-08-23,0.04230829330944545
2011-08-24,0.008468198524631744
2011-08-25,-0.011870585558933621
2011-08-26,0.022007560884406575
2011-08-29,0.020812580511633594
2011-08-30,0.011308664325368553
2011-08-31,0.002247027423540115
2011-09-01,-0.008552529941401685
2011-09-02,-0.01901843245954212
2011-09-06,0.002227792542842002
