,PEAD,B1_beta_hedged,B2_vol_managed,B3_pead_tsmom,B4_pead_3sleeves,B5_hedged_3sleeves
2024-03-15,-0.001072016895793726,0.0020982477720006424,-0.0009570817189226622,0.000827816375201797,0.0033268479357202578,0.004037795312234594
2024-03-18,0.002554548592640593,-4.626252552302184e-06,0.0022804029415383915,0.0037814049027054555,0.0026013856976942976,0.001093703868467278
2024-03-19,0.0006316066124842923,-0.0017639444001154923,0.0005639789118010284,0.0018781502328681012,0.00423244198358263,0.0023068034701044754
2024-03-20,0.0008487037769111527,-0.0032250347220912673,0.0007578821609925655,0.005011471763441994,0.00447006938700923,0.0017456544044219067
2024-03-21,-0.00048594517771527457,-0.0019050437533408167,-0.0004339825210145074,-0.001766260619096028,-0.0010423654373516683,-0.0015290719464171724
2024-03-22,-0.0006762313865142922,0.0002785419286784861,-0.000603889819529286,-0.0009015574500292127,-0.0011771547306854274,-0.0005560773940925307
2024-03-25,0.0010553926946490488,0.0024178557367012816,0.000942421163101495,0.0017801166713974934,-0.0006305889116329584,0.00021153652787493627
2024-03-26,2.0947716007579942e-05,0.0009518850848002657,1.8707538075582827e-05,-0.0008638134303343959,0.0019775673876299177,0.00201319103434657
2024-03-27,-0.00045271977928174056,-0.004174362527392548,-0.000404306201102805,0.0023259550234687597,0.00200729691830398,-0.00015540960198328854
2024-03-28,-0.00017708967789942243,8.133800873860785e-07,-0.00015814415553082255,-0.0005794143875394234,-0.0016959064009237973,-0.0012904190127028977
2024-04-01,-0.0002003831125737543,0.0006878309221657645,-0.0001789422061689638,-0.00043628447209105017,-0.0001335192601217468,0.00028672714985505867
2024-04-02,-0.000348795643851707,0.002411179421366952,-0.0007275622673912979,0.0005973179081438272,0.0009305451027371252,0.0020492630752484515
2024-04-03,-0.0001275369154656314,-0.0005024686001029487,-0.00025517051472844063,-3.103509373021214e-05,0.004217492357835334,0.0031518046241367412
2024-04-04,-0.0011064541067006273,0.004084962513738463,-0.002214029620056366,-0.007128608658900681,-0.005980076213490392,-0.002353940936146144
2024-04-05,1.7761929574033886e-05,-0.0041976433792882475,3.558131375558514e-05,0.005277887255744331,0.0010755977439750749,-0.0011941973517182918
2024-04-08,-6.626184357871878e-06,-0.00015660971538608242,-1.3273565946755151e-05,0.0030707503314636,0.003425997236897486,0.0026439837924806496
2024-04-09,0.000642211980337537,0.0002406891029385336,0.0012864869551444864,0.002172919571533781,0.0028806156572270467,0.0021563741992013685
2024-04-10,-0.0005841075444811272,0.0036851365079593043,-0.0011693385409783305,-0.0006694816369333079,-0.0021355670535551366,0.0003032394079713227
2024-04-11,-0.0002483536216844051,-0.003274077603796127,-0.0004974762266995897,0.008101909605097869,0.008810975648273638,0.005493605800147306
2024-04-12,-0.0009140552150267434,0.0049213924691128555,-0.0018313969970708617,-0.004302625572292512,-0.004890236998894996,-0.0011810965599824267
