date,return,nav,cost,turnover,gross
2008-01-02,0.00017193703517603964,1.000171937035176,0.0,0.0,0.0
2008-01-03,8.678987204091548e-05,1.0002587418296103,0.0,0.0,0.0
2008-01-04,8.624230240572572e-05,1.0003450064465071,0.0,0.0,0.0
2008-01-07,0.00025585215684076346,1.0006009468739914,0.0,0.0,0.0
2008-01-08,8.665297636833991e-05,1.000687651924195,0.0,0.0,0.0
2008-01-09,8.651608722320958e-05,1.000774227504372,0.0,0.0,0.0
2008-01-10,8.514715660767891e-05,1.0008594405842504,0.0,0.0,0.0
2008-01-11,8.569473277053596e-05,1.000945208966552,0.0,0.0,0.0
2008-01-14,0.00024722792529474624,1.0011926705738985,0.0,0.0,0.0
2008-01-15,8.446269782735882e-05,1.0012772340079001,0.0,0.0,0.0
2008-01-16,8.446269782735882e-05,1.0013618045843575,0.0,0.0,0.0
2008-01-17,8.323066288440373e-05,1.0014451485911402,0.0,0.0,0.0
2008-01-18,8.158795397883445e-05,1.0015268544518359,0.0,0.0,0.0
2008-01-22,0.0003055441436663475,1.0018328651169381,0.0,0.0,0.0
2008-01-23,6.105407307521737e-05,1.0018940310938942,0.0,0.0,0.0
2008-01-24,5.776864873641152e-05,1.0019519091582476,0.0,0.0,0.0
2008-01-25,6.297056679849256e-05,1.0020150026378722,0.0,0.0,0.0
2008-01-28,0.0001823408647729785,1.0021977109199687,0.0,0.0,0.0
2008-01-29,6.064339258515794e-05,1.0022584875892,0.0,0.0,0.0
2008-01-30,6.036960776745204e-05,1.0023189935409773,0.0,0.0,0.0
2008-01-31,5.8590009716752434e-05,1.002377719420548,0.0,0.0,0.0
2008-02-01,5.119780984985667e-05,1.0024290389644248,0.0,0.0,0.0
2008-02-04,-0.004423559520691733,0.9979947344452959,0.0004997501249375313,0.9995002498750625,1.0
2008-02-05,-0.042878697417910394,0.9552020202023481,0.0,0.0,1.0
2008-02-06,-0.01631347734184685,0.9396193536888908,0.0,0.0,1.0
2008-02-07,0.009929036700631277,0.9489488687362914,0.0,0.0,1.0
2008-02-08,0.02192825573855184,0.9697576622127502,0.0,0.0,1.0
2008-02-11,0.023160005702840047,0.9922172551999704,0.0,0.0,1.0
2008-02-12,-0.0018621247685136622,0.9903696228733159,0.0,0.0,1.0
2008-02-13,0.0401374722868153,1.0301205561650972,0.0,0.0,1.0
2008-02-14,-0.02071476707053954,1.0087818487895626,0.0,0.0,1.0
2008-02-15,0.009043756275580073,1.0179050259652445,0.0,0.0,1.0
2008-02-19,0.005690428765932731,1.0236973420059845,0.0,0.0,1.0
2008-02-20,0.012169376041920588,1.03615509991397,0.0,0.0,1.0
2008-02-21,-0.01776702880879988,1.0177457024034136,0.0,0.0,1.0
2008-02-22,0.013499779881921414,1.031485045361631,0.0,0.0,1.0
2008-02-25,0.014188587297375266,1.0461203609736818,0.0,0.0,1.0
2008-02-26,0.0056064818031575925,1.0519854157413935,0.0,0.0,1.0
2008-02-27,-0.006640761203967616,1.0449994318053983,0.0,0.0,1.0
2008-02-28,-0.0033627964340549044,1.0414853114425338,0.0,0.0,1.0
2008-02-29,-0.03637866606139317,1.0035974650897197,0.0,0.0,1.0
2008-03-03,0.0029346565900192356,1.0065426790043719,0.0,0.0,1.0
2008-03-04,-0.004210065209477087,1.0023050686896418,0.0002301467916397938,0.46029358327958764,1.0
2008-03-05,0.017349440746993183,1.0196945010892837,0.0,0.0,1.0
2008-03-06,-0.021878483353071854,0.997385131921983,0.0,0.0,1.0
2008-03-07,-0.021175755754760495,0.9762647479749735,0.0,0.0,1.0
2008-03-10,-0.03259825824545304,0.9444402176045532,0.0,0.0,1.0
2008-03-11,0.061437279642135856,1.0024640553588038,0.0,0.0,1.0
2008-03-12,0.0030086011966772297,1.0054800699153823,0.0,0.0,1.0
2008-03-13,0.01575764644048494,1.021324069360063,0.0,0.0,1.0
2008-03-14,-0.018726783604122166,1.0021979545234756,0.0,0.0,1.0
2008-03-17,-0.02677633483196651,0.9753627665252431,0.0,0.0,1.0
2008-03-18,0.05554802151608529,1.0295422384661759,0.0,0.0,1.0
2008-03-19,-0.0457408452262984,0.9824501062825577,0.0,0.0,1.0
2008-03-20,0.010467442924440684,0.9927338466961811,0.0,0.0,1.0
2008-03-24,0.03550229877266986,1.0279781803233308,0.0,0.0,1.0
2008-03-25,0.011447632938617058,1.0397460972005796,0.0,0.0,1.0
2008-03-26,-0.0007911182917876847,1.0389235350442694,0.0,0.0,1.0
2008-03-27,-0.019442819395060096,1.0187239323871262,0.0,0.0,1.0
2008-03-28,-0.0033921748438995314,1.0152682426908042,0.0,0.0,1.0
2008-03-31,0.0034995110076265767,1.0188211850817943,0.0,0.0,1.0
2008-04-01,0.03795434251807661,1.0574898733050615,0.0,0.0,1.0
2008-04-02,0.001870764214168652,1.0594681875168863,0.00019552269783966298,0.391045395679326,1.0
2008-04-03,0.013120230004214806,1.0733686538192564,0.0,0.0,1.0
2008-04-04,0.01913523688272445,1.093907817272579,0.0,0.0,1.0
2008-04-07,0.002032638582571078,1.0961313365077432,0.0,0.0,1.0
2008-04-08,0.00907400693481919,1.1060776398566872,0.0,0.0,1.0
2008-04-09,-0.00500698952814127,1.1005395206966135,0.0,0.0,1.0
2008-04-10,0.011552597244997909,1.1132536105314246,0.0,0.0,1.0
2008-04-11,-0.02641059528947043,1.0838519199691374,0.0,0.0,1.0
2008-04-14,0.0040017523258166765,1.0881892269107147,0.0,0.0,1.0
2008-04-15,0.008195715128804792,1.0971077158207092,0.0,0.0,1.0
2008-04-16,0.0341606978613318,1.1345856810221964,0.0,0.0,1.0
2008-04-17,-0.0029470872350446653,1.1312419580445914,0.0,0.0,1.0
2008-04-18,0.01908856864007835,1.1528357478092621,0.0,0.0,1.0
2008-04-21,0.011004302805158295,1.1655219014627662,0.0,0.0,1.0
2008-04-22,-0.00964001797677716,1.1542862493803376,0.0,0.0,1.0
2008-04-23,-0.007844478604852156,1.1452314755931985,0.0,0.0,1.0
2008-04-24,-0.010697567684326614,1.132980284368819,0.0,0.0,1.0
2008-04-25,0.015464284257912908,1.1505010135449094,0.0,0.0,1.0
2008-04-28,0.0007356744036206564,1.1513474076919141,0.0,0.0,1.0
2008-04-29,-0.01351188809148629,1.1357905303647582,0.0,0.0,1.0
2008-04-30,0.0076415958395148476,1.1444697825561538,0.0,0.0,1.0
2008-05-01,-0.0012017534791358697,1.1430944120132012,0.0,0.0,1.0
2008-05-02,0.007322996105157076,1.1514652879402005,0.00023119285159554727,0.46238570319109457,1.0000000000000004
2008-05-05,0.009815996714652497,1.162768067423658,0.0,0.0,1.0000000000000004
2008-05-06,0.018441437954340056,1.1842111825943393,0.0,0.0,1.0000000000000004
2008-05-07,-0.02050644160638504,1.1599272251288404,0.0,0.0,1.0000000000000004
2008-05-08,0.011673505481144542,1.1734676419491108,0.0,0.0,1.0000000000000004
2008-05-09,-0.001124080452757803,1.172148569910852,0.0,0.0,1.0000000000000004
2008-05-12,0.009654288453798676,1.183464830315479,0.0,0.0,1.0000000000000004
2008-05-13,0.014975234339110521,1.201187493481549,0.0,0.0,1.0000000000000004
2008-05-14,-0.005955222707347163,1.1940341544445863,0.0,0.0,1.0000000000000004
2008-05-15,0.011461746610624157,1.207719871367261,0.0,0.0,1.0000000000000004
2008-05-16,0.013323643975432509,1.2238111009554136,0.0,0.0,1.0000000000000004
2008-05-19,-0.01013584655122679,1.2114067394284416,0.0,0.0,1.0000000000000004
2008-05-20,0.008928649068627337,1.2222229650841683,0.0,0.0,1.0000000000000004
2008-05-21,-0.022807067794124558,1.1943476430599578,0.0,0.0,1.0000000000000004
2008-05-22,-0.00424253414227127,1.1892805824065347,0.0,0.0,1.0000000000000004
2008-05-23,-0.009870984696871643,1.1775412119773132,0.0,0.0,1.0000000000000004
2008-05-27,-0.001586486314755331,1.1756730589594508,0.0,0.0,1.0000000000000004
2008-05-28,0.022314579476558016,1.2019077088720496,0.0,0.0,1.0000000000000004
2008-05-29,-0.010936626975153851,1.188762892601554,0.0,0.0,1.0000000000000004
2008-05-30,0.011033831939371908,1.2018795025742812,0.0,0.0,1.0000000000000004
2008-06-02,-0.006543982154530226,1.1940144245575395,0.0,0.0,1.0000000000000004
2008-06-03,-0.006454147126354948,1.186308079790455,0.0001659297347879173,0.3318594695758346,1.0
2008-06-04,-0.0076893040862968665,1.1771861962249153,0.0,0.0,1.0
2008-06-05,0.03271767125110614,1.2157009871943423,0.0,0.0,1.0
2008-06-06,-0.024850292794709516,1.1854904617117454,0.0,0.0,1.0
2008-06-09,0.003256026751455643,1.1893504503686745,0.0,0.0,1.0
2008-06-10,-0.008616964430305796,1.1791018598426795,0.0,0.0,1.0
2008-06-11,-0.012044750515354363,1.164899872108684,0.0,0.0,1.0
2008-06-12,0.0008127953390986153,1.1658466972952506,0.0,0.0,1.0
2008-06-13,0.022924874875671852,1.1925735869549594,0.0,0.0,1.0
2008-06-16,0.009616585778399411,1.2040420731509653,0.0,0.0,1.0
2008-06-17,0.00407903627023809,1.2089534044382408,0.0,0.0,1.0
2008-06-18,-0.002313703658695321,1.2061562445232,0.0,0.0,1.0
2008-06-19,-0.0014906018256034548,1.2043583458231506,0.0,0.0,1.0
2008-06-20,-0.015392038917174111,1.1858208152940173,0.0,0.0,1.0
2008-06-23,0.01272819789870927,1.2009141773034884,0.0,0.0,1.0
2008-06-24,-0.020227203072062494,1.1766230423670518,0.0,0.0,1.0
2008-06-25,0.0028013904992159055,1.1799192229790973,0.0,0.0,1.0
2008-06-26,-0.030624066794973426,1.1437852978819123,0.0,0.0,1.0
2008-06-27,0.003314333481474918,1.1475761837903011,0.0,0.0,1.0
2008-06-30,-0.0003598698142399659,1.1471632057622143,0.0,0.0,1.0
2008-07-01,0.0037583053312868486,1.1514745953542866,0.0,0.0,1.0
2008-07-02,-0.04465979606933024,1.1000499747467496,0.00018215575503078597,0.364311510061572,1.0000000000000002
2008-07-03,-0.007173640875754006,1.092158611282534,0.0,0.0,1.0000000000000002
2008-07-07,-0.007803934903825693,1.0836354765754326,0.0,0.0,1.0000000000000002
2008-07-08,0.009864655231541786,1.0943251669485168,0.0,0.0,1.0000000000000002
2008-07-09,-0.019066445906199547,1.0734602753491,0.0,0.0,1.0000000000000002
2008-07-10,0.023458835773809694,1.0986424036582232,0.0,0.0,1.0000000000000002
2008-07-11,0.0030185671464291186,1.1019587295235798,0.0,0.0,1.0000000000000002
2008-07-14,0.010483986627596975,1.1135116501080686,0.0,0.0,1.0000000000000002
2008-07-15,-0.03062156494928503,1.0794141807924988,0.0,0.0,1.0000000000000002
2008-07-16,0.009096842812294836,1.0892334419245302,0.0,0.0,1.0000000000000002
2008-07-17,-0.0053745257743855746,1.083379328716584,0.0,0.0,1.0000000000000002
2008-07-18,-0.0077430872700092745,1.0749906280278074,0.0,0.0,1.0000000000000002
2008-07-21,0.017454063490313754,1.093753582700897,0.0,0.0,1.0000000000000002
2008-07-22,-0.009406438319907506,1.0834652570880432,0.0,0.0,1.0000000000000002
2008-07-23,-0.0037078613136034555,1.079447918176653,0.0,0.0,1.0000000000000002
2008-07-24,-0.02132268854751851,1.056431186414105,0.0,0.0,1.0000000000000002
2008-07-25,0.0072988910772535665,1.0641419625743553,0.0,0.0,1.0000000000000002
2008-07-28,-0.011358171501871128,1.052055255661098,0.0,0.0,1.0000000000000002
2008-07-29,0.013907645154992876,1.0666868668402778,0.0,0.0,1.0000000000000002
2008-07-30,0.038207266930283534,1.1074420566926721,0.0,0.0,1.0000000000000002
2008-07-31,-0.024505460325628392,1.0803036793094576,0.0,0.0,1.0000000000000002
2008-08-01,-0.008566610045786405,1.0710491389577852,0.0,0.0,1.0000000000000002
2008-08-04,-0.03936715069554353,1.0288849861021019,0.00035053640538258815,0.7010728107651764,0.9999999999999998
2008-08-05,0.011998830398311622,1.04123040254971,0.0,0.0,0.9999999999999998
2008-08-06,0.006921677363356915,1.0484374634570774,0.0,0.0,0.9999999999999998
2008-08-07,-0.018143803117193102,1.029414820539423,0.0,0.0,0.9999999999999998
2008-08-08,-0.0022548221265379365,1.0270936732246845,0.0,0.0,0.9999999999999998
2008-08-11,-0.0003353322603906195,1.0267492555816091,0.0,0.0,0.9999999999999998
2008-08-12,0.001611793428851982,1.0284041632848342,0.0,0.0,0.9999999999999998
2008-08-13,0.02465467565181667,1.0537591343695998,0.0,0.0,0.9999999999999998
2008-08-14,-0.0042680485946517965,1.0492616391770522,0.0,0.0,0.9999999999999998
2008-08-15,-0.009160869891597478,1.0396494898183068,0.0,0.0,0.9999999999999998
2008-08-18,-0.01047148435642431,1.02876281644951,0.0,0.0,0.9999999999999998
2008-08-19,0.008742952926555247,1.0377572413263185,0.0,0.0,0.9999999999999998
2008-08-20,0.024163285417804437,1.0628328657428796,0.0,0.0,0.9999999999999998
2008-08-21,0.012068523888207672,1.0756596895722697,0.0,0.0,0.9999999999999998
2008-08-22,-0.00545707430320741,1.0697897347213088,0.0,0.0,0.9999999999999998
2008-08-25,-0.01911522367009766,1.0493404646621365,0.0,0.0,0.9999999999999998
2008-08-26,0.011283391371240237,1.0611805838065984,0.0,0.0,0.9999999999999998
2008-08-27,0.012883160957872564,1.074851944073148,0.0,0.0,0.9999999999999998
2008-08-28,-0.004481479692351686,1.0700350169134996,0.0,0.0,0.9999999999999998
2008-08-29,-0.012406233028248836,1.0567599131452845,0.0,0.0,0.9999999999999998
2008-09-02,-0.03727263178324325,1.0173716900193281,0.0,0.0,0.9999999999999998
