,cash_basis,mtm_rf,rf_index,spy_control,universe_control
2024-05-17,1.1604713190554652,1.2449645775570788,1.0854473769639097,1.1575773249318249,1.1784251053251646
2024-05-20,1.1604713190554652,1.245879930459971,1.0856644664393025,1.1579743533929923,1.1786627815568818
2024-05-21,1.1604713190554652,1.2465317010385366,1.0858815993325903,1.158594330447194,1.1786581537593916
2024-05-22,1.1766284168441317,1.2467010354160664,1.0860987756524567,1.157943489532777,1.1777629018084208
2024-05-23,1.1766284168441317,1.2458456222183865,1.0863159954075872,1.1577102307887246,1.1771885996916442
2024-05-24,1.1766284168441317,1.2466968974368915,1.0865332586066687,1.1584783752926617,1.1780349795003198
2024-05-28,1.1766284168441317,1.2478737553067225,1.08675056525839,1.158734931014185,1.1776323176441614
2024-05-29,1.1766284168441317,1.2471828727396947,1.0869679153714416,1.158320355318196,1.1768910789369662
2024-05-30,1.1766284168441317,1.2478839014763652,1.0871853089545158,1.1579224035125164,1.1773974636810114
2024-05-31,1.1766284168441317,1.2506580274295551,1.0874027460163067,1.159221044766844,1.1789525502995726
2024-06-03,1.1766284168441317,1.2509209010431668,1.08762022656551,1.1595481279426827,1.1783018965392549
2024-06-04,1.1766284168441317,1.25086400716387,1.087837750610823,1.1599313010759968,1.1779503645535772
2024-06-05,1.1766284168441317,1.2533781596127793,1.0880553181609451,1.1623122015737906,1.1795462867220792
2024-06-06,1.1766284168441317,1.25419530354319,1.0882729292245774,1.1624553679195944,1.1792059374937098
2024-06-07,1.178283224842136,1.250646049811586,1.0884905838104224,1.1623110934680785,1.1785613910004393
2024-06-10,1.178283224842136,1.2516340885208188,1.0887082819271845,1.1631514777036305,1.179579069452179
2024-06-11,1.178283224842136,1.2521847694405637,1.0889260235835698,1.1638456068678393,1.1789356067364183
2024-06-12,1.178283224842136,1.253878689978223,1.0891438087882865,1.1658071408294122,1.180608525333732
2024-06-13,1.178283224842136,1.2537365325290957,1.0893616375500441,1.1664200036737444,1.1801838511737415
2024-06-14,1.178283224842136,1.2518201109841085,1.089579509877554,1.1667094066742383,1.1788809274532193
2024-06-17,1.178283224842136,1.2536115845065008,1.0897974257795295,1.168862859771958,1.1808486540713543
2024-06-18,1.1801210431572071,1.2541910875490154,1.0900153852646854,1.169648988778463,1.1817290959134044
2024-06-20,1.1826421285507525,1.2557181104563104,1.0902333883417383,1.1692772639877855,1.181989713944215
2024-06-21,1.1826421285507525,1.2580416802003227,1.0904514350194066,1.169202079074095,1.18241711127293
2024-06-24,1.1826421285507525,1.2560373550213964,1.0906695253064105,1.1687611405002145,1.183418746751927
2024-06-25,1.1826421285507525,1.2558511292883916,1.0908876592114718,1.1696790265924506,1.182614312666731
