,cash_basis,mtm_rf,rf_index,spy_control,universe_control
2021-08-11,1.0,1.0,1.0,1.0,1.0
2021-08-12,1.0,1.0,1.0,1.0,1.0
2021-08-13,1.0,1.0,1.0,1.0,1.0
2021-08-16,1.0,1.0,1.0,1.0,1.0
2021-08-17,1.0,1.0,1.0,1.0,1.0
2021-08-18,1.0,0.9999728441460154,1.0,0.9999728441460154,0.9999728441460154
2021-08-19,1.0,1.0001236952264672,1.0,1.0000569384933953,0.9998129368864059
2021-08-20,1.0,1.0017641818988436,1.0,1.000489770395345,1.0002129352496567
2021-08-23,1.0,1.0013764356653925,1.0,1.0009720712231445,1.0006533432763316
2021-08-24,1.0,1.0007978896590042,1.0,1.0010505523039097,1.0009469238568243
2021-08-25,1.0,1.001293421755625,1.0,1.001205903860032,1.0013429113984864
2021-08-26,1.0,1.0003581851934658,1.0,1.0007278021595192,1.0007841255442929
2021-08-27,1.0,1.0000984315496328,1.0,1.0021055993694878,1.0024707645592064
2021-08-30,1.0,0.9993790779993776,1.0,1.0027893451599368,1.00229450789076
2021-08-31,1.0,0.9994038543533832,1.0,1.0025579533439775,1.0023114021977428
2021-09-01,1.0,0.9985201520067714,1.0,1.0026205049391106,1.0023120175389364
2021-09-02,1.0,0.9977540697364525,1.0,1.003221512952984,1.0035743212403545
2021-09-03,1.0,0.9963899564980911,1.0,1.0031715682887503,1.0029579580119998
2021-09-07,1.0,0.9944832215005036,1.0,1.002436503136977,1.0011634130089646
2021-09-08,1.0,0.9972363774907579,1.0,1.0021869427915744,1.000929226637329
2021-09-09,1.0,0.995671974551074,1.0,1.001261214737922,1.0003706938815475
2021-09-10,1.0,0.9969458385525417,1.0,0.9988664274464091,0.9984381117262744
2021-09-13,1.0,0.9978381575024806,1.0,0.9996376020549481,0.9995731353129926
2021-09-14,1.0,0.9956679236085806,1.0,0.9980073186552848,0.997292185012433
2021-09-15,1.0003676341002012,0.9950747567846709,1.0,1.0004893826057546,1.00008847868418
2021-09-16,1.0003676341002012,0.9977978120597618,1.0,1.000096892189624,0.9997071051520207
2021-09-17,1.0003676341002012,0.9972449618014343,1.0,0.9976888811763108,0.9977699388571581
2021-09-20,1.0003676341002012,0.994451952895222,1.0,0.993607136082989,0.99397313967387
2021-09-21,0.9982146671316585,0.9941425034143946,1.0,0.9933706889437458,0.9934897918403686
2021-09-22,0.9982146671316585,0.995734294217126,1.0,0.9955307725245384,0.9960098158122702
2021-09-23,0.9954455992534902,0.9954984730625719,1.0,0.9984248826094145,0.999224874691552
2021-09-24,0.9954455992534902,0.9953110989984938,1.0,0.9987153806447692,0.9992395723677856
2021-09-27,0.9954455992534902,0.9925895144197072,1.0,0.997838640757461,0.9996924072218623
2021-09-28,0.9954455992534902,0.9850655198257645,1.0,0.9916807900779191,0.9947237883224644
2021-09-29,0.9928448742477891,0.9849094164926159,1.0,0.9921374024703147,0.9950215728446707
2021-09-30,0.992104884236964,0.9829402123328836,1.0,0.9882532078726047,0.9905918761039497
2021-10-01,0.992104884236964,0.98556701868782,1.0,0.9922681761689673,0.9945645526888703
2021-10-04,0.992104884236964,0.9828593820416488,1.0,0.9878595569016744,0.9918879329942755
