date,nav,return,gross_return,cost_return,traded_entry_notional_ratio,EURUSD,GBPUSD,USDJPY
2010-01-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-04,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-05,99983.80157875462,-0.0001619842124538362,5.801578754619878e-05,0.00022,0.33333333333333337,0.0,0.0,-0.00016198421245380121
2010-01-06,99871.90821369682,-0.0011191149295284308,-0.0008990954882738268,0.00022001944125467075,0.33333333333333337,0.0,0.0,-0.0011191149295284976
2010-01-07,99592.21311179541,-0.002800538278521114,-0.0023602970288841467,0.00044024124963696135,0.6666666666666666,0.0,-0.0006638535780200239,-0.002136684700501084
2010-01-08,99592.21311179541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-11,99592.21311179541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-12,99592.21311179541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-13,99442.45473676527,-0.0015037157057854467,-0.0012830319030817292,0.00022068380270369377,0.33333333333333337,0.0,-0.0015037157057854228,0.0
2010-01-14,99488.13259000529,0.0004593395583498694,0.0006800123638611341,0.00022067280551113982,0.3333333333333333,0.0,0.0,0.0004593395583499942
2010-01-15,99402.89511294667,-0.0008567602470727076,-0.0006362382816476423,0.00022052196542511116,0.3333333333333333,-0.0008567602470727535,0.0,0.0
2010-01-18,99402.89511294667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-19,99487.94441810396,0.0008556018922853958,0.0010761612980661657,0.00022055940578076495,0.3333333333333333,0.0,0.0008556018922854006,0.0
2010-01-20,99255.21128807902,-0.002339309867001149,-0.0018983593622982815,0.0004409505047028547,0.6666666666666666,-0.0016641647100838941,-0.0006751451569172424,0.0
2010-01-21,99217.74992154421,-0.0003774246817740412,-0.0001565477110046694,0.00022087697076940389,0.3333333333333333,0.0,-0.00037742468177407335,0.0
2010-01-22,99245.6634574497,0.00028133611100389366,0.0005022068809416025,0.00022087076993758362,0.33333333333333337,0.00028133611100401883,0.0,0.0
2010-01-25,99245.6634574497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-26,99234.54496603546,-0.00011202999735104857,0.00010889842144642023,0.0002209284187974463,0.33333333333333337,-0.00011202999735102606,0.0,0.0
2010-01-27,99234.54496603546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-01-28,99294.49804767307,0.0006041553539457567,0.0010459267316449787,0.0004417713776991249,0.6666666666666667,0.0,0.0003117206912963469,0.00029243466264950704
2010-01-29,99250.93916413766,-0.00043868375783018276,-0.0002178311402537547,0.00022085261757644,0.3333333333333333,0.0,0.0,-0.00043868375783019474
2010-02-01,99250.93916413766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-02,99250.93916413766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-03,99250.93916413766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-04,99218.02693418576,-0.00033160623193162486,-0.00011071718258470752,0.00022088904934697477,0.3333333333333333,-0.0003316062319316823,0.0,0.0
2010-02-05,99181.98192044077,-0.0003632909750251878,7.861234341273911e-05,0.0004419033184379044,0.6666666666666666,-0.00022094576329319623,-0.00014234521173196903,0.0
2010-02-08,99181.98192044077,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-09,98914.28740978302,-0.002699023607659723,-0.0022567056662783362,0.00044231794138140454,0.6666666666666667,-0.0014362978736907296,-0.0012627257339690107,0.0
2010-02-10,98914.28740978302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-11,98914.28740978302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-12,98731.50243157794,-0.0018479128040201909,-0.0016268396743385205,0.00022107312968164765,0.33333333333333337,-0.0018479128040201683,0.0,0.0
2010-02-15,98731.50243157794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-16,98783.82228584126,0.0005299205722062439,0.0007513496239592485,0.00022142905175300754,0.33333333333333337,0.000529920572206241,0.0,0.0
2010-02-17,98783.82228584126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-18,98747.4985863896,-0.0003677089892973884,7.525706092866478e-05,0.00044296605022601935,0.6666666666666666,0.00028493510730338216,-0.0006526440966007367,0.0
2010-02-19,98747.4985863896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-22,98747.4985863896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-02-23,99216.12083123841,0.004745661931262246,0.00518792787326002,0.0004422659419977215,0.6666666666666666,0.0023292843506631856,0.002416377580599112,0.0
2010-02-24,99216.12083123841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
