date,return,nav,gross
2023-02-08,0.01610446372331742,102283.25416867484,0.23505955254115807
2023-02-09,0.008575037330476709,103160.33689145386,0.3233388989201072
2023-02-10,0.003402649117895118,103511.35532077933,0.32379712167556635
2023-02-13,0.0010084326138002364,103615.73954738346,0.3255121229462156
2023-02-14,-0.0008566624916008792,103526.97582977373,0.32484062622122806
2023-02-15,-0.006435352972597896,102860.74319812353,0.3293146006397152
2023-02-16,0.0009793595136009525,102961.48084555067,0.3956756722514492
2023-02-17,0.003394046188964106,103310.9368672246,0.39305634746978096
2023-02-21,0.004129673831503755,103737.57733971333,0.3850773628482642
2023-02-22,-0.001031259296538578,103630.59699868136,0.4546338129868997
2023-02-23,-0.002319983236194645,103390.17575088757,0.4593094343204942
2023-02-24,0.0054543105376185785,103954.09787597187,0.44923727086429655
2023-02-27,-0.0003778068803103052,103914.82330255788,0.4782913028848247
2023-02-28,-0.0037258063955185605,103527.65678930804,0.4815469689682025
2023-03-01,0.0013679642190911334,103669.27891948215,0.4815536670229077
2023-03-02,-0.0024949385236719968,103410.63044178464,0.4591546931719526
2023-03-03,-0.004596780735213746,102935.27444795353,0.37618109223393076
2023-03-06,0.0017069450197251257,103110.9793020265,0.37649400359174323
2023-03-07,0.0002738378122779661,103139.21498702042,0.372440929450502
2023-03-08,-0.001318625354328029,103003.21300311304,0.37075088958871305
2023-03-09,-0.0011302451458685692,102886.7941216074,0.2675930632025167
2023-03-10,0.0031912063228762833,103215.12710954873,0.2745286469574918
2023-03-13,0.0020608019283578916,103427.8330425318,0.27215418899300775
2023-03-14,0.002145499214877944,103649.73737712107,0.27524606201434737
2023-03-15,0.004030861941034525,104067.53515871274,0.27114689528985314
2023-03-16,0.0004052354295462912,104109.7070110246,0.3051455549697397
2023-03-17,0.004310724791063203,104558.49530602735,0.302325209814043
2023-03-20,0.0009852837584127805,104661.51509325646,0.3052340446996731
2023-03-21,0.000880768990196179,104753.69771021754,0.31130021335499397
2023-03-22,-0.002375261010598151,104504.88033633048,0.2452827409232506
2023-03-23,0.002176999702519833,104732.38742973453,0.27383570635508653
2023-03-24,0.0032614395197483326,105073.96577709547,0.27629441748574385
2023-03-27,-0.0006488031909686054,105005.79345281156,0.2502851869635649
2023-03-28,-0.0012208081600225684,104877.60152331472,0.24936881028198962
2023-03-29,0.0030515473528569537,105197.64049061717,0.32335704062955
2023-03-30,0.001640947578649854,105370.26430405992,0.3234606774085248
2023-03-31,0.005861563121178692,105987.89875937345,0.21883604799803175
2023-04-03,-0.0004759096205885216,105937.4580986879,0.2168369587783815
2023-04-04,0.0040313957024340485,106364.53391199373,0.21476894703732022
2023-04-05,-0.0008792471249859934,106271.01320135113,0.21352730675781714
2023-04-06,-0.0020335869254257677,106054.90185835311,0.21564282319152522
2023-04-10,-0.0068135327393094025,105332.29331237698,0.20419427622454062
2023-04-11,-0.0013172054828859414,105193.54903810096,0.20383127051598401
2023-04-12,0.001326107718699232,105333.04701543774,0.2012598372639736
2023-04-13,0.0013975906742818012,105480.2594996402,0.09940501269282843
2023-04-14,-0.0001907291325291549,105460.14134124688,0.0984074412250591
2023-04-17,0.00016574417294901167,105477.62074515257,0.09836236235904491
2023-04-18,0.0006772223251165777,105549.05254472137,0.09760675471710313
2023-04-19,0.001427576746963366,105699.73191779824,0.09602202621965227
2023-04-20,-0.001463424549872805,105545.04833519476,0.24219871503744445
2023-04-21,0.00023100235606077213,105569.42949003074,0.2393257588844505
2023-04-24,0.00037882540301170664,105609.42187170303,0.23806396375302166
2023-04-25,0.001127063549123175,105728.45040153859,0.23262474173935518
2023-04-26,-0.00410980634266922,105293.92694547775,0.2965686770886695
2023-04-27,0.002850591567221894,105594.0769257082,0.45660140638844826
2023-04-28,-0.0012644479467629477,105460.55871194915,0.4638518598212784
2023-05-01,0.0005862776961520488,105522.3878853457,0.4640560085868074
2023-05-02,-0.00038951397472763993,105481.28544061772,0.45744417782515284
2023-05-03,-0.0017034868396295089,105301.59945904242,0.4564205777441528
2023-05-04,-0.0005196937266124246,105246.8748784013,0.4518934636854886
2023-05-05,0.006185372273179723,105897.86598011298,0.5589542376966715
2023-05-08,-0.0025665187792638378,105626.07711839105,0.5594672716802656
2023-05-09,-0.002416526367594818,105370.82891792885,0.5626568874453602
2023-05-10,0.008583468127332239,106275.27606949647,0.5670294702705513
2023-05-11,-0.004034309536739,105846.52870972973,0.5638604131274385
2023-05-12,-0.006102671002207405,105200.58216828854,0.5636161015051344
2023-05-15,0.008577182808927386,106102.90679315153,0.5801445343012346
2023-05-16,-0.004154982665218854,105662.05105469665,0.5772861632356212
2023-05-17,0.009779331976884853,106695.35532931908,0.58429938240659
2023-05-18,0.0032467462354195398,107041.7680725713,0.5445633878477475
2023-05-19,-0.007410590853864085,106248.52532511126,0.5413285397756903
2023-05-22,0.007241250930707599,107017.89755800803,0.5435808219936177
2023-05-23,-0.004985666821282209,106484.34197686969,0.5389130183671962
2023-05-24,-0.00692762907616129,105746.65795323483,0.4090571757617636
2023-05-25,0.003786289780692398,106147.04544358554,0.2414766306682334
2023-05-26,0.0027910800766957067,106443.31034732325,0.2846663438135916
