date,return,nav,gross,turnover,trading_cost,borrow,funding,interest
2015-01-02,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16,-0.0015035409016845858,0.9984964590983154,0.677344211626246,0.6661115736885928,0.000832639467110741,0.00013429809528548312,0.0,0.0
2015-01-20,0.0003082672391216956,0.9988042628450344,0.6760039619077873,0.0,0.0,0.0001342438765144094,0.0,0.0
2015-01-21,-0.0006407711880864753,0.9981642578508654,0.6908014034502692,0.0,0.0,0.0001370449658193024,0.0,0.0
2015-01-22,0.00016172247753476476,0.9983256834476317,0.7128107601650834,0.0,0.0,0.00014159223116572234,0.0,0.0
2015-01-23,-0.000769458936774936,0.997557512828691,0.7201578723500054,0.0,0.0,0.00014300677394433786,0.0,0.0
2015-01-26,-0.00044724354824909884,0.9971113616670709,0.7138415998472836,0.0,0.0,0.00014172355729903503,0.0,0.0
2015-01-27,0.0006286496482963422,0.9977381953738953,0.692020928428571,0.0,0.0,0.00013748817649528817,0.0,0.0
2015-01-28,-0.00018536224560317116,0.9975532523814767,0.6805739108761678,0.0,0.0,0.00013514402196330573,0.0,0.0
2015-01-29,-4.5203742698007865e-05,0.9975081592409285,0.681576325128,0.0,0.0,0.0001353593313767905,0.0,0.0
2015-01-30,6.417033195749156e-05,0.9975721696706373,0.7136018852983504,0.0,0.0,0.0001415893140139357,0.0,0.0
2015-02-02,0.00034301976949957513,0.997914356646337,0.7057768360759822,0.0,0.0,0.00014006957611321284,0.0,0.0
2015-02-03,8.225650376236793e-05,0.997996441592369,0.7069556081595101,0.0,0.0,0.0001403490064350644,0.0,0.0
2015-02-04,-0.0005890997728983383,0.9974085221152735,0.6982664373121313,0.0,0.0,0.00013847051493032296,0.0,0.0
2015-02-05,-0.000883213876619493,0.9965275970678827,0.7045830442236669,0.0,0.0,0.00013974114396626754,0.0,0.0
2015-02-06,0.00026332065590217724,0.9967900033683672,0.7093724636360167,0.0,0.0,0.0001407408268377554,0.0,0.0
2015-02-09,-0.0010763969212436164,0.9957170616776151,0.7049582666310464,0.0,0.0,0.00013994934680463145,0.0,0.0
2015-02-10,0.000996066483482272,0.9967088620697836,0.7175705984966764,0.0,0.0,0.00014240533294426156,0.0,0.0
2015-02-11,-0.0009283534740661681,0.9957835639350485,0.7161527495952494,0.0,0.0,0.00014202281175091259,0.0,0.0
2015-02-12,0.0005248178529668746,0.9963061689270927,0.7257521229946654,0.0,0.0,0.00014408186216116002,0.0,0.0
2015-02-13,-0.0007889323214474997,0.9955201507883685,0.733817677274524,0.0,0.0,0.0001455507836024379,0.0,0.0
2015-02-17,-0.00010503392851790583,0.9954155873960124,0.7256762279002951,0.0,0.0,0.00014392178205608843,0.0,0.0
2015-02-18,0.0003885232879607958,0.995802329532915,0.721725223774345,0.0,0.0,0.00014328835557789437,0.0,0.0
2015-02-19,0.0002613661410424406,0.9960625985450261,0.7261819325107397,0.0,0.0,0.00014395624776889296,0.0,0.0
2015-02-20,-0.0006117262511394772,0.9954532809057179,0.7209112472591053,0.0,0.0,0.00014293843738627477,0.0,0.0
2015-02-23,4.773646873923454e-05,0.9955008003301433,0.7116447627702788,0.0,0.0,0.0001412280307362735,0.0,0.0
2015-02-24,-0.0005122063174346492,0.9949908985312029,0.717236027954353,0.0,0.0,0.00014248703396647002,0.0,0.0
2015-02-25,0.0004217357688078849,0.9954105217827518,0.7279120682533631,0.0,0.0,0.00014448384694695554,0.0,0.0
2015-02-26,3.678760387604285e-05,0.9954471405507213,0.7436069606895482,0.0,0.0,0.00014759492848554268,0.0,0.0
2015-02-27,0.00011875262510141482,0.9955653525118113,0.7476930946527364,0.0,0.0,0.00014826339354757415,0.0,0.0
2015-03-02,-0.0005713962965316899,0.9949964901564308,0.7650259085040417,0.0,0.0,0.0001514677468999243,0.0,0.0
2015-03-03,0.0005239821835132386,0.995517850589931,0.0,0.7641834012842569,0.0009552292516053211,0.0,0.0,0.0
2015-03-04,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-05,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-06,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-09,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-10,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-11,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-12,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-13,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-16,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-17,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-18,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-19,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-20,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-23,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-24,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-25,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-26,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-27,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-30,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-03-31,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-02,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-06,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-07,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-08,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-09,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-10,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-13,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-14,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-15,0.0,0.995517850589931,0.0,0.0,0.0,0.0,0.0,0.0
2015-04-16,0.0017731437328021293,0.9972830468275973,0.6630383620368016,0.6661115736885929,0.000832639467110741,0.00013124543565823087,0.0,0.0
2015-04-17,-0.001998026396106689,0.995290448975646,0.6536435319812677,0.0,0.0,0.0001295585787225005,0.0,0.0
2015-04-20,0.0013407620068048853,0.9966248965953683,0.6538155734347398,0.0,0.0,0.00012940943757501754,0.0,0.0
2015-04-21,-0.00011779614785489834,0.9965074980216931,0.6484312816742256,0.0,0.0,0.00012836622498650052,0.0,0.0
2015-04-22,-0.0005528035880706383,0.9959566251012475,0.6508923904368119,0.0,0.0,0.00012861222585720052,0.0,0.0
2015-04-23,-0.0011820653788696678,0.9947793392558595,0.6527168275712198,0.0,0.0,0.0001293451156184533,0.0,0.0
2015-04-24,-0.00012666110671777364,0.9946533394038094,0.6515368106924182,0.0,0.0,0.0001291110101989601,0.0,0.0
2015-04-27,-0.00013268154355283723,0.9945213672634373,0.6533070940658335,0.0,0.0,0.0001293267023696056,0.0,0.0
2015-04-28,4.637202918833516e-05,0.9945674852373085,0.6699029989899804,0.0,0.0,0.00013254828967519374,0.0,0.0
2015-04-29,0.0003050121142900153,0.9948708403687849,0.6617027573796648,0.0,0.0,0.00013106304657086224,0.0,0.0
2015-04-30,0.0015569209525467809,0.9964197756252329,0.6585702198991331,0.0,0.0,0.00013021515785025732,0.0,0.0
2015-05-01,-0.002048728441626735,0.9943783820911102,0.6731876101379763,0.0,0.0,0.00013304885500504677,0.0,0.0
2015-05-04,-0.0012584084764032388,0.9931270479063345,1.3494038745046713,0.6661115736885929,0.0008326394671107411,0.0002670161459894374,0.0,0.0
2015-05-05,-0.0005007773887109046,0.9926297123366259,1.3316289024922843,0.0,0.0,0.0002644031949785013,0.0,0.0
2015-05-06,0.00014996937418487732,0.9927785763933823,1.2795169047897688,0.0,0.0,0.00025490934079859366,0.0,0.0
2015-05-07,-0.0008761569348602061,0.9919087465588946,1.2884580460048323,0.0,0.0,0.0002555130990658794,0.0,0.0
2015-05-08,-8.366865123288214e-06,0.9919004473921975,1.3047106489271265,0.0,0.0,0.00025875636874979525,0.0,0.0
2015-05-11,0.001531168630449331,0.993419214241773,1.3217786157357232,0.0,0.0,0.0002620286160571379,0.0,0.0
2015-05-12,0.0009704411822610837,0.9943832691585227,1.2959007867320154,0.0,0.0,0.0002570027145723527,0.0,0.0
2015-05-13,-0.0005602521192136223,0.993826163824666,1.293866126771551,0.0,0.0,0.0002561595755647559,0.0,0.0
2015-05-14,0.0011901510367622326,0.9950089670639033,1.3072001807717117,0.0,0.0,0.000258274807882514,0.0,0.0
2015-05-15,-0.0014476801045757437,0.9935685123784104,1.311378427992326,0.0,0.0,0.00025944116761860884,0.0,0.0
2015-05-18,0.0003495088497547094,0.9939157733663243,1.3138572307590075,0.0,0.0,0.0002593833064888901,0.0,0.0
2015-05-19,-0.0004502885100270415,0.9934682245136428,0.6653836312786672,0.654655201874941,0.0008183190023436763,0.00013200763221123563,0.0,0.0
2015-05-20,-0.0009051003359658027,0.9925690360898641,0.6691276952273949,0.0,0.0,0.00013277380230385672,0.0,0.0
2015-05-21,-0.0007308291815681933,0.9918436376735686,0.6742348222173008,0.0,0.0,0.0001338113633781966,0.0,0.0
2015-05-22,-0.00023380884905777055,0.9916117358541989,0.6715141669140035,0.0,0.0,0.00013344125167000877,0.0,0.0
2015-05-26,-0.0005200354364041093,0.9910960626124006,0.6625785681800398,0.0,0.0,0.00013171064670007283,0.0,0.0
2015-05-27,0.0002202919424141303,0.9913143930891524,0.6713531555505937,0.0,0.0,0.00013355259475061882,0.0,0.0
2015-05-28,-9.723402706174333e-05,0.991218003598628,0.671369766104334,0.0,0.0,0.00013353570578176252,0.0,0.0
2015-05-29,0.0004830730612415124,0.991696834313984,0.6609127211466553,0.0,0.0,0.00013142350322405342,0.0,0.0
2015-06-01,-0.0013248069265139328,0.990383027478883,0.6653199348963635,0.0,0.0,0.00013206741570677522,0.0,0.0
2015-06-02,0.00021272880232570124,0.9905937104741622,0.6712804709339741,0.0,0.0,0.00013343908274108276,0.0,0.0
2015-06-03,-0.00024542282893702527,0.9903505961634105,0.6729612283248171,0.0,0.0,0.0001338226659484741,0.0,0.0
2015-06-04,-0.00018975934818066253,0.9901626678798122,0.6686586409416089,0.0,0.0,0.00013291472297549247,0.0,0.0
2015-06-05,-0.0009147995858157509,0.9892568674813456,0.6658614166728414,0.0,0.0,0.0001325135408064339,0.0,0.0
2015-06-08,-0.0004961321777110506,0.9887660653173664,0.6584664747625238,0.0,0.0,0.00013112940531996578,0.0,0.0
2015-06-09,0.0005849056090900806,0.9893444001350484,0.6571919300609742,0.0,0.0,0.00013080365268704113,0.0,0.0
2015-06-10,-0.00026013525597767817,0.9890870367762692,0.6699329774088576,0.0,0.0,0.00013337545341986578,0.0,0.0
2015-06-11,0.00012991534565531815,0.9892155343605351,0.6669955325759434,0.0,0.0,0.00013273613178826162,0.0,0.0
2015-06-12,1.2136497708592486e-05,0.9892275399726012,0.6640065416284335,0.0,0.0,0.00013210478818645495,0.0,0.0
2015-06-15,-0.0006044246665476427,0.9886296264466135,0.6584956120682511,0.0,0.0,0.0001309847963529949,0.0,0.0
2015-06-16,-0.0009786866182275311,0.9876620678608269,0.0,0.6602443068080861,0.0008253053835101075,0.0,0.0,0.0
2015-06-17,-0.0017548639412823253,0.9859288553117656,0.6679350482947853,0.6661115736885929,0.0008326394671107411,0.00013245092990231817,0.0,0.0
2015-06-18,-0.001287194671388825,0.9846597729428398,0.6793778138117689,0.0,0.0,0.00013497683351927254,0.0,0.0
2015-06-19,-0.0009815076761197083,0.9836933218173302,0.680841565123782,0.0,0.0,0.00013549613446467372,0.0,0.0
2015-06-22,-0.0005129885796779643,0.9831886983773324,0.683463994776324,0.0,0.0,0.00013607603131189698,0.0,0.0
2015-06-23,-0.0009655347271062542,0.9822393955457507,0.6878512358459051,0.0,0.0,0.000137024243765931,0.0,0.0
2015-06-24,0.0011533077451899576,0.9833722198482644,0.6824345273507921,0.0,0.0,0.0001360639998156214,0.0,0.0
2015-06-25,-0.0014048271628216424,0.9819907518426574,0.6813621765115518,0.0,0.0,0.00013584675011531002,0.0,0.0
2015-06-26,0.0006283499062700315,0.9826077856395357,0.6756942851136661,0.0,0.0,0.00013476286857296035,0.0,0.0
2015-06-29,0.0006855692310052675,0.9832814313035163,0.6615606017379395,0.0,0.0,0.00013187550037870656,0.0,0.0
2015-06-30,-2.761058205102973e-05,0.9832542823308781,0.660198349946697,0.0,0.0,0.00013138016549323067,0.0,0.0
2015-07-01,-0.0012912462088844334,0.9819846589664489,0.6638957584531704,0.0,0.0,0.00013218242260118373,0.0,0.0
2015-07-02,-0.0016274897047133807,0.9803864890437946,0.668452074147744,0.0,0.0,0.00013357943377104544,0.0,0.0
2015-07-06,0.0005827136372689168,0.9809577736207546,0.6666632088667866,0.0,0.0,0.00013310684079865238,0.0,0.0
2015-07-07,-0.001477381698769098,0.979508524558742,0.6717352431425113,0.0,0.0,0.00013431951525123107,0.0,0.0
2015-07-08,-0.00019900250457027813,0.9793135999091069,0.6615422189849743,0.0,0.0,0.0001323285471616867,0.0,0.0
2015-07-09,0.0004930469301802631,0.9797964474732258,0.665473775862155,0.0,0.0,0.00013314198518457702,0.0,0.0
2015-07-10,-0.0011967266190177073,0.9786238989833156,0.6793341439743925,0.0,0.0,0.000136111971032313,0.0,0.0
2015-07-13,0.0006600013180120268,0.9792697920464826,0.6989252656880748,0.0,0.0,0.00013986872945691514,0.0,0.0
2015-07-14,0.0014223290998178761,0.9806626359682828,0.7148088454775047,0.0,0.0,0.00014299524158377833,0.0,0.0
2015-07-15,-0.0005648845492163268,0.9801086747972306,0.7145195343605569,0.0,0.0,0.0001425629527312926,0.0,0.0
2015-07-16,0.001333085986729321,0.9814152439370747,0.7369481006399123,0.0,0.0,0.0001469902719826831,0.0,0.0
2015-07-17,-0.0013615585938602237,0.9800789895775467,0.8571750380575988,0.0,0.0,0.00017134375948542986,0.0,0.0
2015-07-20,-0.002280102212281032,0.9778443093052007,0.8486548943808303,0.0,0.0,0.00016954800276856128,0.0,0.0
2015-07-21,-0.002175894414663815,0.9757166233341728,0.8515982785882232,0.0,0.0,0.00017019655361323849,0.0,0.0
2015-07-22,-0.00014324637337825852,0.9755768554664352,0.851438332939892,0.0,0.0,0.00017051013409966225,0.0,0.0
2015-07-23,0.0010768097037212598,0.9766273660911273,0.8266049756529097,0.0,0.0,0.00016527981442043962,0.0,0.0
2015-07-24,-0.0010177158417558063,0.9756334369491642,0.8019115885370156,0.0,0.0,0.00016037962061814462,0.0,0.0
2015-07-27,3.1439864278670626e-05,0.9756641107320077,0.8064064553722935,0.0,0.0,0.00016142107772538185,0.0,0.0
2015-07-28,-0.0005497675448095096,0.9751277222692918,0.8081813391238193,0.0,0.0,0.0001615884589493464,0.0,0.0
2015-07-29,0.0012474937826869592,0.9763441880401484,0.8107689035097032,0.0,0.0,0.00016251490990400183,0.0,0.0
2015-07-30,0.00022742120392860166,0.9765662294108413,0.0,0.8060793758724394,0.001007599219840549,0.0,0.0,0.0
2015-07-31,-0.0003994208840353286,0.9761761684641709,0.6597237308925961,0.6661115736885928,0.000832639467110741,0.00013073338719970414,0.0,0.0
2015-08-03,-0.0007961551329449534,0.9753989807969896,0.6668289238740617,0.0,0.0,0.00013225123355549637,0.0,0.0
2015-08-04,0.0005589004104133988,0.9759441316876738,0.6636971539250881,0.0,0.0,0.00013181143882494593,0.0,0.0
