date,return,nav,cost,turnover,gross
2011-01-03,9.445585386957944e-06,1.000009445585387,0.0,0.0,0.0
2011-01-04,-0.008540516215125527,0.9914688487000862,0.0004997501249375312,0.9995002498750623,0.9999999999999998
2011-01-05,0.02027106906537779,1.0115669822082562,0.0,0.0,0.9999999999999998
2011-01-06,-0.004836934503947732,1.0066740989689589,0.0,0.0,0.9999999999999998
2011-01-07,-0.0011599194952492953,1.0055064380562022,0.0,0.0,0.9999999999999998
2011-01-10,0.0026288640247194017,1.0081497777578319,0.0,0.0,0.9999999999999998
2011-01-11,0.005036951717194649,1.0132277795120985,0.0,0.0,0.9999999999999998
2011-01-12,0.0074135682746303555,1.0207394128332636,0.0,0.0,0.9999999999999998
2011-01-13,0.0016456245374283363,1.0224191666573423,0.0,0.0,0.9999999999999998
2011-01-14,0.008360534280973386,1.0309671371497053,0.0,0.0,0.9999999999999998
2011-01-18,0.0023240839720533035,1.0333631913488686,0.0,0.0,0.9999999999999998
2011-01-19,-0.019944853730248013,1.012752913647193,0.0,0.0,0.9999999999999998
2011-01-20,-0.02574430489399826,0.9866802938559747,0.0,0.0,0.9999999999999998
2011-01-21,0.004928799682893059,0.9915434433754488,0.0,0.0,0.9999999999999998
2011-01-24,-0.002048242628625796,0.9895125218265928,0.0,0.0,0.9999999999999998
2011-01-25,-0.005359552909695253,0.9842091771110572,0.0,0.0,0.9999999999999998
2011-01-26,0.009737091016251975,0.9937925114476179,0.0,0.0,0.9999999999999998
2011-01-27,0.0157282116698525,1.0094230904235804,0.0,0.0,0.9999999999999998
2011-01-28,-0.018311025613580112,0.990939518359895,0.0,0.0,0.9999999999999998
2011-01-31,0.009715956660327763,1.0005674437732859,0.0,0.0,0.9999999999999998
2011-02-01,0.013367632174485333,1.0139426613274123,0.0,0.0,0.9999999999999998
2011-02-02,0.00020078550700852738,1.0141462463187445,0.0004299171468706607,0.8598342937413215,0.9999999999999998
2011-02-03,0.005796648824314632,1.0200248959651512,0.0,0.0,0.9999999999999998
2011-02-04,0.011035445010140199,1.0312813246135486,0.0,0.0,0.9999999999999998
2011-02-07,0.0069511570591658245,1.038449923073122,0.0,0.0,0.9999999999999998
2011-02-08,0.0006947619115056369,1.039171398526679,0.0,0.0,0.9999999999999998
2011-02-09,-0.005674115690796566,1.0332750197888718,0.0,0.0,0.9999999999999998
2011-02-10,-0.0018247648823902507,1.03138953581891,0.0,0.0,0.9999999999999998
2011-02-11,0.01515527995290733,1.0470205329747448,0.0,0.0,0.9999999999999998
2011-02-14,0.005645537181284244,1.0529315263232217,0.0,0.0,0.9999999999999998
2011-02-15,-0.004504999543694321,1.0481880702775943,0.0,0.0,0.9999999999999998
2011-02-16,0.0033420924977971556,1.0516912117635495,0.0,0.0,0.9999999999999998
2011-02-17,-0.003819321388793262,1.047674465024055,0.0,0.0,0.9999999999999998
