date,return,nav,cost,turnover,gross,cash_dollars,interest_dollars,cost_dollars
2026-03-30,-0.05457992414831592,1.3211712168395933,0.0,0.0,1.0000000000000002,-2.621948028737636e-11,-7.765557123755151e-15,0.0
2026-03-31,0.06411648549665583,1.4058800720026883,0.0,0.0,1.0000000000000002,-2.6222063112602213e-11,-2.582825225851665e-15,0.0
2026-04-01,0.04985079496877898,1.4759643112227865,0.0,0.0,1.0000000000000002,-2.6224647627994537e-11,-2.5845153923240837e-15,0.0
2026-04-02,0.012644642649823457,1.4946273525020914,0.0001322601332036152,0.26452026640723036,1.0000000000000002,-4.087507448585873e-11,-2.58836016972254e-15,18.621442231812676
2026-04-06,0.0024228169368820662,1.4982485609660605,0.0,0.0,1.0000000000000002,-4.089122084022098e-11,-1.6146354362251658e-14,0.0
2026-04-07,0.011053318806775403,1.514809179962211,0.0,0.0,1.0000000000000002,-4.089527693575233e-11,-4.056095531346303e-15,0.0
2026-04-08,0.07161249616332732,1.6232884465504278,0.0,0.0,1.0000000000000002,-4.089932447651927e-11,-4.0475407669473625e-15,0.0
2026-04-09,0.019730463319945324,1.655316679702782,0.0,0.0,1.0000000000000002,-4.090335562133009e-11,-4.031144810814671e-15,0.0
2026-04-10,0.01594126731330281,1.681704525382093,0.0,0.0,1.0000000000000002,-4.090737372516001e-11,-4.018103829920824e-15,0.0
2026-04-13,0.008803174527231672,1.696508863822267,0.0,0.0,1.0000000000000002,-4.0919446020120305e-11,-1.207229496030084e-14,0.0
2026-04-14,0.012756985291011658,1.7181512024441183,0.0,0.0,1.0000000000000002,-4.092348250912692e-11,-4.03648900661561e-15,0.0
2026-04-15,-0.017699334438433634,1.687741069696263,0.0,0.0,1.0000000000000002,-4.092752948019755e-11,-4.0469710706265395e-15,0.0
2026-04-16,0.007690732745736284,1.7007210352073,0.0,0.0,1.0000000000000002,-4.093157685147788e-11,-4.047371280331147e-15,0.0
2026-04-17,0.021474646225996707,1.7372434177674874,0.0,0.0,1.0000000000000002,-4.093562238161176e-11,-4.045530133879311e-15,0.0
2026-04-20,-0.0014100644610177682,1.7347937925639565,0.0,0.0,1.0000000000000002,-4.0947726548894705e-11,-1.210416728294679e-14,0.0
2026-04-21,-0.007562033671890678,1.721675223490801,0.0,0.0,1.0000000000000002,-4.0951760222328067e-11,-4.033673433362477e-15,0.0
2026-04-22,0.0280016363161375,1.7698849469534952,0.0,0.0,1.0000000000000002,-4.095579429311002e-11,-4.034070781951479e-15,0.0
2026-04-23,0.0052216946028642575,1.7791267456286928,0.0,0.0,1.0000000000000002,-4.095982539733056e-11,-4.0311042205471646e-15,0.0
2026-04-24,0.01855416607716509,1.8121369587394138,0.0,0.0,1.0000000000000002,-4.096385689831551e-11,-4.031500984949305e-15,0.0
2026-04-27,-0.004197103953707648,1.8045312315452289,0.0,0.0,1.0000000000000002,-4.0975945862190595e-11,-1.2088963875083985e-14,0.0
2026-04-28,-0.04187352187640403,1.7289691535444653,0.0,0.0,1.0000000000000002,-4.0979973340414504e-11,-4.027478223908846e-15,0.0
2026-04-29,0.005145361235640689,1.7378653244047315,0.0,0.0,1.0000000000000002,-4.098400121449458e-11,-4.027874080075256e-15,0.0
2026-04-30,0.05102383759590445,1.8265378824807124,0.0,0.0,1.0000000000000002,-4.098802948446973e-11,-4.0282699751499115e-15,0.0
2026-05-01,0.014836117681830796,1.8536366134555184,0.0,0.0,1.0000000000000002,-4.0992052539562554e-11,-4.023055092823907e-15,0.0
2026-05-04,0.009171712705672075,1.8706376359348473,0.00012071042529814815,0.2414208505962963,1.0000000000000002,-4.491207426712882e-11,-1.2036680885715772e-14,22.640117408733474
