,excess_return
2016-01-04,0.0
2016-01-05,0.0004713823751630537
2016-01-06,-0.00021339910087511037
2016-01-07,-0.0011022067120222798
2016-01-08,-0.00048381602296227653
2016-01-11,0.0007328417256897475
2016-01-12,0.0003387471555926636
2016-01-13,-0.0012293429309528578
2016-01-14,0.001117660009142264
2016-01-15,-0.0007726603482097786
2016-01-19,0.001024314696346561
2016-01-20,-0.001721062562863772
2016-01-21,0.0003518717165972603
2016-01-22,0.0005883619788992773
2016-01-25,-0.0008388042092908261
2016-01-26,4.45081220678196e-06
2016-01-27,0.0006762110318106575
2016-01-28,-0.0006527014495757671
2016-01-29,0.001429237521085883
2016-02-01,0.0007571673051050877
2016-02-02,-0.0010658317215161686
2016-02-03,-0.0015284582634480692
2016-02-04,-0.000705450431530595
2016-02-05,-0.0014859266574495204
2016-02-08,-0.00100396949759442
2016-02-09,0.0017651681847300096
2016-02-10,0.000735864016656372
2016-02-11,-0.0007992460679444513
2016-02-12,0.0003256974275888452
2016-02-16,0.0005029877123199748
2016-02-17,0.00010896883251461037
2016-02-18,0.0004664815410326234
2016-02-19,0.0004050120390342265
2016-02-22,0.0006857535849100195
2016-02-23,0.00017159227935246199
2016-02-24,-0.0003545612784097553
2016-02-25,0.0017922029198600231
2016-02-26,-0.0010188507110263526
2016-02-29,-0.0010992345633677202
2016-03-01,0.0006815886695177688
2016-03-02,0.00016326951513132422
2016-03-03,-0.000628849852534213
2016-03-04,-0.0005413742176340786
2016-03-07,0.00045552433261207526
2016-03-08,0.0019440016533227968
2016-03-09,-7.513059597376888e-05
2016-03-10,0.0011862432891649336
2016-03-11,0.0005486923092951475
2016-03-14,0.00018062954037248555
2016-03-15,-0.00011402513628158046
2016-03-16,-0.0010316896584071208
2016-03-17,2.7595670667953894e-05
2016-03-18,0.000531219055581244
2016-03-21,0.0003952643940535688
2016-03-22,-0.0004819617566221476
2016-03-23,0.0018376082221846662
2016-03-24,-0.00021023963028696726
2016-03-28,0.0001527186833816611
2016-03-29,0.0003537395184179526
2016-03-30,7.633181444083743e-05
2016-03-31,-0.00029966335861422895
2016-04-01,0.0008601058284756532
2016-04-04,-0.00013068579344745646
2016-04-05,-8.97375602696845e-05
2016-04-06,-0.0004513609037484518
2016-04-07,-0.00019165088171538072
2016-04-08,0.0011208157916485443
2016-04-11,-0.0005883927270555038
2016-04-12,3.1429133217333134e-05
2016-04-13,-0.00036556899670949313
2016-04-14,-0.0008562310517099867
2016-04-15,0.0013446353337676561
2016-04-18,0.00031438860717327783
2016-04-19,-0.0007689694898180665
2016-04-20,-0.0011692651650408567
2016-04-21,-0.0011464433950765624
2016-04-22,-8.04658044787396e-05
2016-04-25,0.0005108314786513523
2016-04-26,0.00032149820110138547
2016-04-27,-1.251097767133602e-05
2016-04-28,-0.0005515493566923486
2016-04-29,0.0004221028129995953
2016-05-02,0.0008219287385469968
2016-05-03,0.0005699556528856765
2016-05-04,-0.000604006579228659
2016-05-05,0.00011147582058430435
2016-05-06,0.0005224366714462879
2016-05-09,0.0007261196035566521
2016-05-10,0.0015255080861737767
2016-05-11,-0.0006820287421213195
2016-05-12,-0.00019114702239856815
2016-05-13,-0.0008405910198791812
2016-05-16,0.0009862605735286671
2016-05-17,-0.0017158120939437288
2016-05-18,-0.0018816083201197184
2016-05-19,0.0006419651068385002
2016-05-20,0.0002434815304266291
2016-05-23,-0.0009678281610449879
2016-05-24,0.0013565350577065159
2016-05-25,-0.0001899755680262304
2016-05-26,0.0009356669387321805
2016-05-27,0.000509565699653744
2016-05-31,-0.00040100098808668223
2016-06-01,0.00038397476302860973
2016-06-02,0.00038568719661298117
2016-06-03,0.001544832548639393
2016-06-06,-0.0005978163675964359
2016-06-07,0.00021548049976578566
2016-06-08,0.0010648619226804191
2016-06-09,0.0013754000500318983
2016-06-10,0.0005417478702358827
2016-06-13,-0.0012647893624562808
2016-06-14,0.00017865122548786996
2016-06-15,0.00013919736465146655
2016-06-16,0.0010484134659166319
2016-06-17,-0.0012928653925631398
2016-06-20,0.0005260773787267596
2016-06-21,-0.0003442782192342843
2016-06-22,-0.0002574205766947053
2016-06-23,0.0004439761459054492
2016-06-24,-0.0006805697953193304
2016-06-27,0.00021361559477177727
2016-06-28,0.0010051231880375293
2016-06-29,0.001883530733195156
2016-06-30,0.002098457477303236
2016-07-01,0.0004389518824325773
2016-07-05,0.00039629643389970005
2016-07-06,0.0004439658841231737
2016-07-07,-0.0005506567887289321
2016-07-08,0.0014038792719651956
2016-07-11,0.0004472834021375395
2016-07-12,-0.001036782455658204
2016-07-13,0.0007522539379769506
2016-07-14,0.0002698029576818109
2016-07-15,-0.0002742813025164817
2016-07-18,-0.0002520179762708505
2016-07-19,0.0009091461381974107
2016-07-20,-0.0012139248136524496
2016-07-21,-0.0018181630594677897
2016-07-22,0.001223769057618524
2016-07-25,-0.0004788339645644062
2016-07-26,-0.0006586514094361917
2016-07-27,-0.001154785175182185
2016-07-28,0.0006640235219542562
2016-07-29,0.00102950734602577
2016-08-01,0.0002407093455752974
2016-08-02,-0.0007385786629546404
2016-08-03,-0.0009273210814820177
2016-08-04,0.00018586586778778552
2016-08-05,0.00019951366268236781
2016-08-08,-0.000713842037134333
2016-08-09,0.0008033245368226118
2016-08-10,0.0007185433688009837
2016-08-11,0.0002835596869282305
2016-08-12,-0.00028707413942513085
2016-08-15,-0.0005185083690516086
2016-08-16,-0.002572114283860437
2016-08-17,0.00088033206386815
2016-08-18,-0.00022200744798296667
2016-08-19,-0.0010744759728953687
2016-08-22,-0.00018643312251339654
2016-08-23,-0.0006070408145625293
2016-08-24,-0.0010410171476255342
2016-08-25,-0.0009111987052725834
2016-08-26,-0.0014400056776496092
2016-08-29,0.0007925165994576275
2016-08-30,-0.0026886237588925337
2016-08-31,-5.1581199939207124e-05
2016-09-01,0.001039914581019446
2016-09-02,0.00021754183057204435
2016-09-06,0.000743279417843385
2016-09-07,-0.002221575589635649
2016-09-08,-0.0010123395147404542
2016-09-09,-0.0038499561297326785
2016-09-12,0.0026570615403004975
2016-09-13,-0.002468471486258251
2016-09-14,0.0002952512968525594
2016-09-15,0.0017205339903104816
2016-09-16,-0.0003137504351031615
2016-09-19,0.00010314208413608785
2016-09-20,0.0006047438719220541
2016-09-21,0.0023091738019320606
2016-09-22,0.0013574091466929024
2016-09-23,-0.0010873473906551987
2016-09-26,-0.0013018592966523618
2016-09-27,0.00039607520057241845
2016-09-28,0.0001873877274972628
2016-09-29,-0.0017682186095753956
2016-09-30,0.001079889536253095
2016-10-03,-0.0006077303812002641
2016-10-04,-0.0024144809556810027
2016-10-05,-0.00029202672589031544
2016-10-06,0.00043818194271471976
2016-10-07,-0.0004673156484753479
2016-10-10,0.00021491203673335702
2016-10-11,-0.0017157558047276415
2016-10-12,0.0010599987763279957
2016-10-13,0.000443004843722618
2016-10-14,-0.00038000043717986877
2016-10-17,-0.00044383414349841844
2016-10-18,0.0006005392398092077
2016-10-19,0.0003671628916338286
2016-10-20,0.0003411461765613498
2016-10-21,-0.00046787641009081644
2016-10-24,0.0007438084634040762
2016-10-25,-0.00019728164176913474
2016-10-26,3.0348970242276334e-05
2016-10-27,-0.0007921368617653321
2016-10-28,0.0001668103734350415
2016-10-31,0.0009482870145768058
2016-11-01,-0.0009867830282675883
2016-11-02,-0.00020340254539421207
2016-11-03,-0.0006393948256566336
2016-11-04,-0.00042011278216461925
2016-11-07,0.0025146413504149308
2016-11-08,-6.569923842887168e-05
2016-11-09,0.0003541485628673962
2016-11-10,-0.0019418095923449722
2016-11-11,0.0001793471440757886
2016-11-14,-0.00125085191615199
2016-11-15,0.0018881546964054285
2016-11-16,0.0011115706368308117
2016-11-17,-0.0001548567495864904
2016-11-18,-0.00043636312277757624
2016-11-21,-0.0005782215290506764
2016-11-22,-0.0005514429331178435
2016-11-23,-0.0005452675656684668
2016-11-25,0.0009081703066132401
2016-11-28,-0.0005743160122460789
2016-11-29,0.0004592379871421739
2016-11-30,-0.0017351016110358725
2016-12-01,-0.0013030448214523284
2016-12-02,-0.0008374341705411521
2016-12-05,-9.342634804448257e-05
2016-12-06,0.000277908379853177
2016-12-07,0.0010326972717639147
2016-12-08,-0.000840370470984866
2016-12-09,0.00029850474353191876
2016-12-12,0.0004151308079509274
2016-12-13,0.0009182501295675454
2016-12-14,-0.0013109278537106728
2016-12-15,-0.0005849000418510471
2016-12-16,6.075106169205521e-05
2016-12-19,0.0006641137324688218
2016-12-20,0.0004232094965743706
2016-12-21,-0.0006376589068930121
2016-12-22,-1.5695372188366638e-05
2016-12-23,-0.0001513189221856261
2016-12-27,-1.6581568653579902e-05
2016-12-28,-0.001006424426618291
2016-12-29,0.0007859807538886658
2016-12-30,-0.0010589432973592047
2017-01-03,2.910160750682159e-05
2017-01-04,0.0007065430393080606
2017-01-05,0.00020498654609891844
2017-01-06,0.0009834727082757972
2017-01-09,-0.0009003923024396769
2017-01-10,-1.6510866894505307e-05
2017-01-11,0.0005393608264703443
2017-01-12,-0.00040349086066704295
2017-01-13,-6.826213993208358e-05
2017-01-17,-0.00016415065856709756
2017-01-18,0.00010951711770916695
2017-01-19,-0.0005610818307298906
2017-01-20,0.00026597842590633184
2017-01-23,-0.0007552829672454581
2017-01-24,0.0012661461021124083
2017-01-25,0.0009473184216737488
2017-01-26,8.388437664369117e-05
2017-01-27,-0.00042999552043972427
2017-01-30,-0.0005614499517265128
2017-01-31,-0.0012251585461092122
2017-02-01,-0.0007900475486241623
2017-02-02,0.00016865103955648203
2017-02-03,0.0006834963984939403
2017-02-06,-0.00039371184836314534
2017-02-07,-0.0001527651781240687
2017-02-08,1.4388243430355299e-05
2017-02-09,0.0008913222449523732
2017-02-10,0.0001783103623065523
2017-02-13,0.0007569784469615502
2017-02-14,9.996032129667207e-05
2017-02-15,0.0005333637248344039
2017-02-16,0.0001608115957594772
2017-02-17,-0.00046472497196921965
2017-02-21,0.0008790309973219801
2017-02-22,-0.0004711039374491393
2017-02-23,-0.0009431384995126474
2017-02-24,0.0012434119289183804
2017-02-27,-7.81458004938582e-05
2017-02-28,-0.0003271883455980927
2017-03-01,0.0011152921861748621
2017-03-02,-0.0007757284630989934
2017-03-03,1.5997191075044367e-05
2017-03-06,-7.745046530147149e-05
2017-03-07,0.00030445730449236904
2017-03-08,-1.0398170278790096e-05
2017-03-09,8.485864105417934e-05
2017-03-10,0.0009045374243549717
2017-03-13,0.00013067104013052185
2017-03-14,-0.0004820967948069342
2017-03-15,0.0011079099485707638
2017-03-16,-0.000309749438471036
2017-03-17,0.0005720800488604523
2017-03-20,-0.0005676898039908191
2017-03-21,-0.0015010874477707741
2017-03-22,0.00030709551027925756
2017-03-23,-0.0002692625910928369
2017-03-24,1.076178829710969e-06
2017-03-27,-0.0005911417683068811
2017-03-28,0.0006657560867294021
2017-03-29,8.000062764616382e-05
2017-03-30,0.00016811541693715032
2017-03-31,-0.000729683546539123
2017-04-03,-0.000284262359638803
2017-04-04,0.00010231183063303782
2017-04-05,-0.0004500671187043716
2017-04-06,0.0001689674639890111
2017-04-07,0.00022902038217306687
2017-04-10,-7.104372818239331e-05
2017-04-11,0.00025458859444790435
2017-04-12,0.00045745833507343677
2017-04-13,-0.0008396155169963077
2017-04-17,0.0011695415621614024
2017-04-18,0.00034306182949402856
2017-04-19,-0.0002019447170110628
2017-04-20,0.0007844674576553427
2017-04-21,0.00023918475088766122
2017-04-24,0.001036306466933572
2017-04-25,0.0010085829943578075
2017-04-26,-0.0004036194786416114
2017-04-27,4.165939227216026e-05
2017-04-28,0.0001231233828387208
2017-05-01,-0.0005686604918671882
2017-05-02,0.00017648809592177628
2017-05-03,0.00017356273674472885
2017-05-04,0.000661570051698048
2017-05-05,0.0006672081819803223
2017-05-08,-0.0003715182879622115
2017-05-09,0.00030765330299785865
2017-05-10,1.5284677245440336e-05
2017-05-11,0.0002599917427490337
2017-05-12,0.00021535848885192587
2017-05-15,0.0005988081982797878
2017-05-16,-2.1415813190089255e-05
2017-05-17,-0.0024524167112576667
2017-05-18,0.000980979459414874
2017-05-19,0.0006710331108423313
2017-05-22,0.0006702046315729351
2017-05-23,1.8996483899858408e-05
2017-05-24,0.0007856042184382434
2017-05-25,0.0008877136065599541
2017-05-26,-7.884349910009195e-05
2017-05-30,0.0006459440037556311
2017-05-31,0.0007173219272718172
2017-06-01,0.0004426251726170704
2017-06-02,0.0005794808385042967
2017-06-05,-0.0005608217216494407
2017-06-06,-0.0005986334107601059
2017-06-07,0.00011713303079135989
2017-06-08,-0.0004272315983808272
2017-06-09,-0.0005029332233787499
2017-06-12,-0.0006851274030883115
2017-06-13,0.0007667330659081218
2017-06-14,0.0010035851877820085
2017-06-15,-0.0006576804078007555
2017-06-16,-0.0016631061828485615
2017-06-19,0.0009131172735039731
2017-06-20,-0.00021146666434944096
2017-06-21,0.000474398935993457
2017-06-22,4.053872636592508e-06
2017-06-23,0.0007845240817439614
2017-06-26,0.00018853342129804187
2017-06-27,-0.0013931723425164588
2017-06-28,0.0006868681050694926
2017-06-29,-0.0015914912923725743
2017-06-30,0.00036817767985895784
2017-07-03,-0.0004035748549109619
2017-07-05,0.0008049898528832051
2017-07-06,-0.000999884787085791
2017-07-07,0.001741040932267545
2017-07-10,0.00036610563361320236
2017-07-11,-0.0006397222509537721
2017-07-12,0.0016000019964447696
2017-07-13,-0.0008762609093452397
2017-07-14,0.0013158377611172721
2017-07-17,-0.0011824773542751144
2017-07-18,0.00010889201684119707
2017-07-19,0.0004496050866936242
2017-07-20,0.0006341116248570338
2017-07-21,0.00032002261025729846
2017-07-24,-0.0007882203693866073
2017-07-25,-0.0006189218532248626
2017-07-26,0.0003110710092939107
2017-07-27,0.0003723979108616134
2017-07-28,-0.0011570647952855039
2017-07-31,0.00024262522711012495
2017-08-01,0.00012634288405059113
2017-08-02,0.00021677328392254053
2017-08-03,0.0009853897403981527
2017-08-04,-0.00017956748416613172
2017-08-07,0.0006164380676162663
2017-08-08,-0.0003860601358052545
2017-08-09,0.0004596369841865682
2017-08-10,-0.0010702723717248808
2017-08-11,8.59551976071203e-05
2017-08-14,0.0010154587804528587
2017-08-15,0.0003868134221970295
2017-08-16,0.0010772040869148618
2017-08-17,-0.0017409472792419135
2017-08-18,-0.0005550152605692378
2017-08-21,0.00044625341657574853
2017-08-22,0.001147358439764305
2017-08-23,-0.0010864137836164643
2017-08-24,-0.0007534877103949987
2017-08-25,0.000502553305757774
2017-08-28,0.00019662201737780495
2017-08-29,9.0115978696228e-06
2017-08-30,0.00051352428681273
2017-08-31,0.00047356468353586793
2017-09-01,0.0002670104617991181
2017-09-05,-0.0002824096058719987
2017-09-06,-0.0003261994193980573
2017-09-07,-0.00011297725627970595
2017-09-08,0.0002019568545646761
2017-09-11,0.0014276819802876242
2017-09-12,-3.283362521017563e-05
2017-09-13,-0.000128371519852904
2017-09-14,4.047568825250747e-05
2017-09-15,0.000631920649828998
2017-09-18,0.00044633609532989174
2017-09-19,-0.0008348759062138235
2017-09-20,-0.00014805833225427619
2017-09-21,-0.0009684336947444916
2017-09-22,-0.00012036420066450848
2017-09-25,-0.0014824935776837954
2017-09-26,-3.052721464539418e-05
2017-09-27,9.283424408242505e-05
2017-09-28,0.0004550205848544695
2017-09-29,0.0007512612393619066
2017-10-02,-8.531471022024579e-05
2017-10-03,0.0002912417702020549
2017-10-04,0.0006695957468743198
2017-10-05,0.0010357587556969127
2017-10-06,-3.634716683381592e-05
2017-10-09,-0.0004493310181840342
2017-10-10,0.00058493699056618
2017-10-11,0.0006099542548930688
2017-10-12,0.00020897854515834454
2017-10-13,8.354705270894617e-05
2017-10-16,0.00025530484807282267
2017-10-17,0.0004957207980234276
2017-10-18,0.0005532998122138438
2017-10-19,0.0007014162640802419
2017-10-20,0.0007209896072193827
2017-10-23,7.35218643940327e-07
2017-10-24,-0.00035654263483509584
2017-10-25,-0.00041604436607376366
2017-10-26,0.00028043853229517456
2017-10-27,-0.0010445266404957671
2017-10-30,-0.0012835460866923172
2017-10-31,0.0011643734550642892
2017-11-01,-0.0007965151494752139
2017-11-02,0.0008093604349818596
2017-11-03,0.0003340447041415208
2017-11-06,-0.00041325549540514867
2017-11-07,0.0005357469057204546
2017-11-08,0.00045910288831645465
2017-11-09,-0.0006203162548844189
2017-11-10,0.0005487373709373282
2017-11-13,0.0011702614663324637
2017-11-14,0.000252337450003505
2017-11-15,-0.0013170003769846204
2017-11-16,0.001177432553906918
2017-11-17,-0.0006064973871918778
2017-11-20,0.0008481857855337441
2017-11-21,0.0009986069827218973
2017-11-22,-0.00017336245439559243
2017-11-24,0.00026791251430294727
2017-11-27,-0.000508314408412345
2017-11-28,0.0010034423032633938
2017-11-29,-0.0007349898044659938
2017-11-30,0.0007063598223467541
2017-12-01,-0.00038075573859932383
2017-12-04,0.0005081102306478085
2017-12-05,0.0010129276708869344
2017-12-06,0.0011043525978813049
2017-12-07,0.0003964178008646757
2017-12-08,-0.00020201702942505498
2017-12-11,-4.445424371888411e-05
2017-12-12,-0.0014630303556499714
2017-12-13,0.0006420302935666279
2017-12-14,-0.0003166978929689785
2017-12-15,0.001581444690640542
2017-12-18,0.00031556100161681937
2017-12-19,-8.458102673548086e-05
2017-12-20,-0.0006856585712944962
2017-12-21,-0.0013517017361796427
2017-12-22,0.0001490968086666234
2017-12-26,-0.0005115238703472546
2017-12-27,0.0007736559832573742
2017-12-28,-0.00015922100310287036
2017-12-29,-0.00041348885542147464
2018-01-02,0.0006481859129091665
2018-01-03,0.0009751741176338299
2018-01-04,0.0009448014201427372
2018-01-05,0.0008285126726065382
2018-01-08,-0.00012115690770265137
2018-01-09,0.0010051859520680297
2018-01-10,-0.00047457229071691136
2018-01-11,0.00036252049023502994
2018-01-12,0.0013815986735107397
2018-01-16,-0.0007797369574829795
2018-01-17,0.0021228445321557375
2018-01-18,-3.8766636661435026e-05
2018-01-19,0.0007684255630271259
2018-01-22,0.00048113097378182706
2018-01-23,-0.0006683641570093274
2018-01-24,-0.0012549488006195634
2018-01-25,9.584210742924476e-05
2018-01-26,0.0019551404287611106
2018-01-29,-0.0013242928425424667
2018-01-30,-0.0019433138675175065
2018-01-31,-0.0004461422832567769
2018-02-01,0.0003961274275440488
2018-02-02,-0.0032066393730864604
2018-02-05,-0.005290022391724265
2018-02-06,0.001466191644082334
2018-02-07,-0.00028713475618919685
2018-02-08,-0.005114913932012494
2018-02-09,0.0017137145190721055
2018-02-12,0.0013701934738102211
2018-02-13,-3.249822304866522e-05
2018-02-14,0.0009718717154172513
2018-02-15,0.0025408887515352085
2018-02-16,-7.660133232089385e-05
2018-02-20,0.0002491269376955731
2018-02-21,-0.0014652469984935165
2018-02-22,0.0007046159561667147
2018-02-23,0.0016149503154329586
2018-02-26,0.0020253579220581505
2018-02-27,-0.0019404078901896144
2018-02-28,-0.0015854114583119749
2018-03-01,-0.001978384119281595
2018-03-02,-0.00018365731949423477
2018-03-05,0.0009020017639428066
2018-03-06,7.696382579374541e-05
2018-03-07,-0.00035832404959968686
2018-03-08,0.0009250275700270216
2018-03-09,0.0011224018394717578
2018-03-12,0.0002884900458029927
2018-03-13,-0.0004159695364852238
2018-03-14,0.00023933163444695758
2018-03-15,6.133151636497064e-05
2018-03-16,-0.0004908513750320094
2018-03-19,-0.0018293684877769495
2018-03-20,0.0007205075562855715
2018-03-21,-0.0011308273209480403
2018-03-22,-0.001871699773439673
2018-03-23,-0.0014563828598369221
2018-03-26,0.002280119441209569
2018-03-27,-0.0009767665646618368
2018-03-28,0.00019076105353800317
2018-03-29,0.0016701121283813195
2018-04-02,-0.0016754035860336424
2018-04-03,7.622416922309506e-05
2018-04-04,0.0014847709439936465
2018-04-05,0.0005943328126180285
2018-04-06,-0.0012022940369897242
2018-04-09,-0.0005662719373640856
2018-04-10,-0.00018789890163680098
2018-04-11,4.1911432925073746e-05
2018-04-12,-0.00011132618527913715
2018-04-13,-0.00027200702418886467
2018-04-16,0.00020493864950176609
2018-04-17,0.0004988108765723434
2018-04-18,-0.0005636830451228473
2018-04-19,-0.001249986639487675
2018-04-20,-0.0011044487222163979
2018-04-23,-0.0009233298182130915
2018-04-24,-0.00026379294474397885
2018-04-25,-0.000457970287774797
2018-04-26,-0.0006291480494967565
2018-04-27,0.0015979108164276598
2018-04-30,-0.0012299802806435434
2018-05-01,-0.000933062054755595
2018-05-02,-0.0018565699092739471
2018-05-03,3.197097339288441e-05
2018-05-04,0.0008935798346214283
2018-05-07,-0.0006342476153100099
2018-05-08,-0.0010779431288253467
2018-05-09,-0.0006685427159954711
2018-05-10,0.001135161694709603
2018-05-11,0.0006983121873956051
2018-05-14,0.0010278396328542098
2018-05-15,-0.00019505759458304537
2018-05-16,0.00018813422151079743
2018-05-17,0.0003649784912216481
2018-05-18,0.0006601884600293342
2018-05-21,0.0011518038875212805
2018-05-22,-0.00021562481773406425
2018-05-23,0.0010200781171559785
2018-05-24,8.406672992794555e-05
2018-05-25,0.0010514602417948408
2018-05-29,0.0001309108228087733
2018-05-30,0.0009058803231104419
2018-05-31,-0.0008958998092059854
2018-06-01,-6.545661140341268e-05
2018-06-04,0.00028119109896264296
2018-06-05,-0.0007515015358163843
2018-06-06,-3.576363661920408e-05
2018-06-07,0.00028995568058928214
2018-06-08,0.0003622350702059517
2018-06-11,3.688116025375417e-05
2018-06-12,0.0010049880504805113
2018-06-13,-0.00032263240089057166
2018-06-14,0.0004018808032073444
2018-06-15,0.0012186186476753986
2018-06-18,-0.0006385274286271258
2018-06-19,-0.0001409966019794235
2018-06-20,-0.0006782500531209396
2018-06-21,-0.0005653103872830861
2018-06-22,0.000565684449414392
2018-06-25,-0.001068154429983478
2018-06-26,0.0004388370995428987
2018-06-27,-0.0016310685804859495
2018-06-28,-2.800351562988964e-05
2018-06-29,-0.0005028614034140552
2018-07-02,-0.00047799106581773655
2018-07-03,0.0002578124165075237
2018-07-05,0.0008827507280084776
2018-07-06,0.0005171664301078111
2018-07-09,-0.0006697193533835156
2018-07-10,0.0012025575672730833
2018-07-11,-0.0014148855004410838
2018-07-12,-3.278440852560625e-07
2018-07-13,0.0008232423443625304
2018-07-16,-0.0001381188344082086
2018-07-17,0.001941847450207502
2018-07-18,0.000342294885499598
2018-07-19,-0.0005998625012659615
2018-07-20,0.00011559449350984644
2018-07-23,0.0001499622354173038
2018-07-24,-0.00016652489589223847
2018-07-25,-0.00010348949037614893
2018-07-26,0.0001500587527834916
2018-07-27,-0.00046988487074299
2018-07-30,4.7497399363087355e-05
2018-07-31,0.0009397810495716863
2018-08-01,-6.358530953899064e-05
2018-08-02,0.00019968000714064174
2018-08-03,0.0006631472725365516
2018-08-06,0.00033994687288090134
2018-08-07,-0.00022432477014562834
2018-08-08,9.290566498115378e-05
2018-08-09,-0.0009100910406472457
2018-08-10,-0.0005062932748155743
2018-08-13,-0.0009487771937848828
2018-08-14,0.0009296542609596026
2018-08-15,0.0003566061089907801
2018-08-16,0.0015023456873960687
2018-08-17,0.0015514022371511018
2018-08-20,0.0005544468449586936
2018-08-21,-6.109515210761478e-05
2018-08-22,-0.0004525548154941914
2018-08-23,0.00032274837298326865
2018-08-24,0.0008418221123329958
2018-08-27,-0.0006283103546266062
2018-08-28,0.00011195157329106093
2018-08-29,0.0004890975262364979
2018-08-30,-0.00039860807802459774
2018-08-31,0.0004848819134642231
2018-09-04,0.00022581523666082237
2018-09-05,6.143454681911142e-05
2018-09-06,0.0003039670649275912
2018-09-07,-0.00040973862515411325
2018-09-10,0.0016276642725228173
2018-09-11,-0.0008442841266824922
2018-09-12,0.0002500690329049849
2018-09-13,0.00048364011184268764
2018-09-14,-0.0007364793955586573
2018-09-17,-0.0005977134866924288
2018-09-18,0.0017845370812203162
2018-09-19,-0.002133196468812716
2018-09-20,0.0009077773287133663
2018-09-21,0.0005848956519955864
2018-09-24,0.00038466041525339113
2018-09-25,-2.707930518491334e-05
2018-09-26,3.919702444346305e-05
2018-09-27,0.0004963223314262443
2018-09-28,0.0007608852935144319
2018-10-01,4.634696429709992e-05
2018-10-02,-0.0006869807164715938
2018-10-03,-0.0003716897000924169
2018-10-04,-0.000949118571465589
2018-10-05,-0.0006061609499862175
2018-10-08,0.0004521479738712317
2018-10-09,-0.00027695466816053687
2018-10-10,-0.004671507966061593
2018-10-11,-0.0024323373904135115
2018-10-12,0.0034006938774556335
2018-10-15,-0.0010312852896237222
2018-10-16,0.0028606822989184493
2018-10-17,0.0014658365934458472
2018-10-18,-0.0014633308539760792
2018-10-19,0.0004583647941729866
2018-10-22,-0.0014310249334314818
2018-10-23,-0.0005961107561696033
2018-10-24,-0.002443097966663675
2018-10-25,0.0005744841814971412
2018-10-26,-0.0016964314337632408
2018-10-29,0.00027427451151010405
2018-10-30,0.0030932501739059123
2018-10-31,0.00044251157667684953
2018-11-01,0.0006677940175189396
2018-11-02,0.0014149566203246764
2018-11-05,0.001183690107016273
