date,return,nav,gross
2021-08-11,0.0,100000.0,0.0
2021-08-12,0.0,100000.0,0.0
2021-08-13,0.0,100000.0,0.0
2021-08-16,0.0,100000.0,0.0
2021-08-17,0.0,100000.0,0.0
2021-08-18,-2.715585398449516e-05,99997.28441460156,0.054313182890144085
2021-08-19,0.00015085517705282214,100012.36952264672,0.05445582312435794
2021-08-20,0.0016402837771032353,100176.41818988438,0.05600424404849963
2021-08-23,-0.00038706338323679645,100137.64356653926,0.05563871637506188
2021-08-24,-0.0005777507696232975,100079.78896590043,0.07371938320485183
2021-08-25,0.0004951370319035142,100129.34217556253,0.07417779206495918
2021-08-26,-0.000923030335569397,100036.91975525388,0.1316583687171103
2021-08-27,-0.00019747215736454216,100017.16524889371,0.13148686155396197
2021-08-30,-0.000489992241749504,99968.15761387997,0.13106108822863982
2021-08-31,-0.00022234322133907192,99945.93037168476,0.13086784258499076
2021-09-01,-0.0006494470855090695,99881.02077849639,0.1710607573933431
2021-09-02,-0.0007029357833514549,99810.81083491351,0.17882591609037748
2021-09-03,-0.0011209626825192665,99698.92664065558,0.17790437757617789
2021-09-07,-0.0017395680873361075,99525.49356952983,0.1764717941903303
2021-09-08,0.002369827796837587,99761.35185068488,0.17841880015508194
2021-09-09,-0.0013506681028937484,99626.6073748386,0.22752010552681523
2021-09-10,0.0006477318359032758,99691.13870013833,0.2280201414578692
2021-09-13,0.0006539713855053808,99756.33385223667,0.22852466425207155
2021-09-14,-0.001578798394449299,99598.83871251461,0.22730473420703898
2021-09-15,-0.0002946112005085544,99569.49577907225,0.17213399245405547
2021-09-16,0.0016837377587322067,99737.1446987334,0.17352555867753727
2021-09-17,-0.0006226602368276657,99675.04234459478,0.17301062527761873
2021-09-20,-0.001834917771967537,99492.14683797507,0.17149037824842073
2021-09-21,-0.0005479183051955161,99437.63326949935,0.15445444095731745
2021-09-22,0.000749271377330496,99512.13904193767,0.17378690521607562
2021-09-23,-0.0001705943627157147,99495.16283199533,0.15777289400047664
2021-09-24,-0.0002472853827100163,99470.55913257663,0.20766497187635208
2021-09-27,-0.0019926107191423625,99272.35303020997,0.20608300436073193
2021-09-28,-0.00472540428831969,98803.25102748943,0.20231361369012912
2021-09-29,0.00011928243015502105,98815.0365193792,0.22001635244782375
2021-09-30,-0.001063090484918927,98709.98719428852,0.24548892316666024
2021-10-01,0.002447201618846373,98951.55043474669,0.24733085631354546
2021-10-04,-0.0017069914612871662,98782.64098307345,0.24604385961973135
2021-10-05,0.0038336697151295507,99161.34100219078,0.2489232398488605
2021-10-06,0.000666691674246378,99227.45104264404,0.24942364285705382
2021-10-07,0.0026064040634095065,99486.07787424335,0.2036479272465186
2021-10-08,-5.5175653811856407e-05,99480.58866485146,0.20360398557572948
2021-10-11,-0.000400491097438449,99440.74757472325,0.20328490827429857
2021-10-12,0.00034303280152170323,99474.85901294922,0.2533604442101576
2021-10-13,0.000840887258818146,99558.50615446594,0.2539877564007224
2021-10-14,0.005388450199106609,100094.97220677673,0.33436077802177067
2021-10-15,-0.0016763702537115899,99927.1759728232,0.33324304649846526
2021-10-18,0.000806802873898782,100007.79750557867,0.3337805542619339
2021-10-19,0.0015236406792726864,100160.17345410262,0.51696489924448
2021-10-20,-0.0012797266777316851,100031.99580808717,0.6150317937957587
2021-10-21,0.005868614815307316,100619.04506069128,0.8098150013850444
2021-10-22,-0.00019145594589209392,100599.78094624443,0.8164601978422742
2021-10-25,0.00017056107952040378,100616.93935348213,0.8190943427022694
2021-10-26,0.0015859944514253765,100776.51726101615,0.8636911587709089
2021-10-27,-0.001194545216938625,100656.13515434228,0.990682950562634
2021-10-28,0.005941888289359598,101254.22266506805,0.9994723077963577
2021-10-29,0.006744852751189301,101937.16748738008,0.9933208495875141
2021-11-01,-0.003199904002587739,101610.97833712476,1.0050150103666782
2021-11-02,0.0008935249743458051,101701.7702839367,1.0025771441932834
2021-11-03,0.0029601806291219557,102002.82589427862,1.0057846208876857
2021-11-04,0.005898418368582181,102604.48123618073,1.0028542937198415
2021-11-05,-0.007636414976472716,101820.95083901554,1.0147227152161864
2021-11-08,0.0005202235539654154,101873.92049592914,1.0123763827647416
2021-11-09,0.003649316293294458,102245.69065385671,0.9723417357919735
2021-11-10,0.002838342798726634,102535.89897362492,0.9654630389744805
2021-11-11,0.0027219276537959747,102814.99427254805,0.8862346466644851
2021-11-12,0.004345938116502968,103261.82187510515,0.8873155917508766
2021-11-15,-0.0043955573557625804,102807.92861439259,0.896438446956261
2021-11-16,0.0011554611286446193,102926.71917962299,0.7110596022510778
2021-11-17,-0.00032213091980493047,102893.56330090115,0.5998718724065858
2021-11-18,0.0013460738880788359,103032.06563971189,0.3865477186579513
2021-11-19,0.0013917851908835654,103175.46414285539,0.3359701255551871
2021-11-22,-0.0005332586259343408,103120.44493661643,0.3338502740744846
2021-11-23,-0.00018271098137867536,103101.60369892186,0.35755442165269824
2021-11-24,0.0012751957869769903,103233.07842958928,0.20326871166371596
2021-11-26,-0.0021171599687000997,103014.51748849248,0.1593634870155843
2021-11-29,0.0005351949767853359,103069.65034078828,0.16196768449815893
2021-11-30,-0.002051323652535575,102858.22112918565,0.1580654858264813
2021-12-01,-0.0011144295468664689,102743.59288842116,0.15751513879716514
2021-12-02,0.002591585428640908,103009.861686637,0.23703082852489285
2021-12-03,-0.0008347860747991431,102923.87048853401,0.2633549783471799
2021-12-06,0.004183226158414488,103354.42431588692,0.2679284904912704
2021-12-07,0.0037384478543289745,103740.80944170606,0.259526823599474
2021-12-08,-0.0017304813787596407,103561.28790274974,0.27691525842750125
2021-12-09,-0.0007685798211695127,103481.69278661336,0.3023588952950367
2021-12-10,0.001518498403913826,103638.82957194414,0.3308467584569026
2021-12-13,-0.00028389498014591563,103609.40702848046,0.32977110542605165
2021-12-14,-0.0021867950764380417,103382.83448731792,0.32826794246179086
2021-12-15,0.001308336631746121,103518.09403677142,0.3306898859972054
2021-12-16,-0.0039031255990832348,103114.04991396819,0.3652679633575525
2021-12-17,-0.002673106758326882,102838.41505026471,0.37212274352469465
2021-12-20,-0.004478772388888608,102377.82519642051,0.36936953056154165
2021-12-21,0.006204180959653138,103012.99575019484,0.31041414366461056
2021-12-22,0.001931288836854117,103211.94359893809,0.32677879917812797
2021-12-23,0.003179436309730166,103540.09940001438,0.3287724680247397
2021-12-27,0.004363241070497903,103991.86981415996,0.3318848239585706
2021-12-28,-0.0004021099071963574,103950.05365303981,0.3315920755278997
2021-12-29,0.0015427268940613192,104110.42019644947,0.33283876447525057
2021-12-30,-0.0003363269440253003,104075.40505698361,0.25293996887744197
2021-12-31,0.0005134901390109192,104128.84675119394,0.22433412622299811
2022-01-03,-0.0024983277008098215,103868.69876890205,0.221726600761495
2022-01-04,-0.0004858897483956959,103818.23003299104,0.22126642220203133
2022-01-05,-0.0073450325459925025,103055.68175453138,0.1967181330465758
