date,GLD,SLV,USO,UNG,FXE,FXB,FXY,FXA,FXC,FXF,IEF,TLT,SPY,QQQ
2016-07-06,,,,,,,,,,,,,,
2016-07-07,,,,,,,,,,,,,,
2016-07-08,,,,,,,,,,,,,,
2016-07-11,0.10543687666944086,0.07445026107694293,-0.055274276166639574,0.043358849884026336,-0.1967179310189631,-0.0907361805423133,0.12283206531010682,0.14605319937882172,-0.20037855552315723,-0.2374326370934056,0.3225698276894599,0.14858050317984028,0.13910416821759922,0.11707466824928343
2016-07-12,,,,,,,,,,,,,,
2016-07-13,,,,,,,,,,,,,,
2016-07-14,,,,,,,,,,,,,,
2016-07-15,,,,,,,,,,,,,,
2016-07-18,0.10565295261790976,0.07428597796891123,-0.05326254770630998,0.045874410869882774,-0.20117472386768023,-0.08834837330748321,-0.11937471922513608,0.14719360150200012,-0.20435216328156602,-0.24360440499719496,0.31592138628323546,0.13975701902896193,0.14206660237591925,0.11913111696780908
2016-07-19,,,,,,,,,,,,,,
2016-07-20,,,,,,,,,,,,,,
2016-07-21,,,,,,,,,,,,,,
2016-07-22,,,,,,,,,,,,,,
2016-07-25,-0.10315163773841943,0.07324274655801238,-0.05284044253317304,0.04746660596520644,-0.20078575038623175,-0.08655516545211205,-0.11938031384353823,0.14442479108363068,-0.20543249421038434,-0.2530184839304303,-0.3152286336701148,0.14048970752027823,0.13958808030453873,0.11839514680392935
2016-07-26,,,,,,,,,,,,,,
2016-07-27,,,,,,,,,,,,,,
2016-07-28,,,,,,,,,,,,,,
2016-07-29,,,,,,,,,,,,,,
2016-08-01,0.10530730508178987,0.07239046706573792,-0.052928002853401816,-0.04679252112491916,0.20097168712641283,-0.0865552509559792,0.11988617299982918,0.1483755238984344,-0.20349585030722722,0.24344673299010358,-0.3168868480836889,-0.13899220788378983,0.14232360416951462,0.121647825459171
2016-08-02,,,,,,,,,,,,,,
2016-08-03,,,,,,,,,,,,,,
2016-08-04,,,,,,,,,,,,,,
2016-08-05,,,,,,,,,,,,,,
2016-08-08,-0.1053398585000964,-0.07108798794994874,-0.05150452431295027,0.04589871686828449,0.19756605494792553,0.08463195773341882,0.11760151723832395,0.16014012717287476,-0.21257252348887257,-0.24263491071842305,-0.31246543605754856,-0.13615285963337256,0.14149511498990308,0.1209084103880573
2016-08-09,,,,,,,,,,,,,,
2016-08-10,,,,,,,,,,,,,,
2016-08-11,,,,,,,,,,,,,,
2016-08-12,,,,,,,,,,,,,,
2016-08-15,0.10521705370843273,-0.0711495400150978,-0.050350073658343285,-0.04541234945307891,0.1966227103551687,-0.08434985883447499,0.11779665702416965,0.16187579324395676,0.21244824343566057,0.2426425995229555,0.3062822894807131,0.13355709854484674,0.14752751237251496,0.12476822035058592
2016-08-16,,,,,,,,,,,,,,
2016-08-17,,,,,,,,,,,,,,
2016-08-18,,,,,,,,,,,,,,
2016-08-19,,,,,,,,,,,,,,
2016-08-22,0.10699433659782717,-0.07143557857759389,0.04924881930992638,-0.04459551007383716,0.19425346567134724,-0.08361923219311931,0.11895256407780952,0.1626901831068001,0.2095123574788933,0.22973180614409477,0.3153471530857736,0.13533826811529298,0.14988724002218756,0.12839348554549754
2016-08-23,,,,,,,,,,,,,,
2016-08-24,,,,,,,,,,,,,,
2016-08-25,,,,,,,,,,,,,,
2016-08-26,,,,,,,,,,,,,,
2016-08-29,-0.10893446594777612,-0.07132330392892308,0.048875270784873345,0.045723822850313484,0.194371083699414,-0.08393861950191835,0.1177253586356588,0.16290605629039945,0.2154221946724714,-0.22315776446027633,-0.3106642320508448,0.1325805430196559,0.15207362716737172,0.13230365699010313
2016-08-30,,,,,,,,,,,,,,
2016-08-31,,,,,,,,,,,,,,
2016-09-01,,,,,,,,,,,,,,
2016-09-02,,,,,,,,,,,,,,
2016-09-06,0.0986543226982332,0.061083527887714,0.04236720488249313,-0.040785324913267945,0.18599154212735652,0.07411428225933352,0.10457562259000608,0.1498847455965019,0.1955804131515402,0.2095353793757112,0.2877016859168125,0.11970951080144472,0.1352524759267486,0.11760533719152609
2016-09-07,,,,,,,,,,,,,,
2016-09-08,,,,,,,,,,,,,,
2016-09-09,,,,,,,,,,,,,,
2016-09-12,-0.11104463880931838,-0.0684962445060088,0.04608092186770535,0.04536946809832223,0.21247034185542743,0.08304066394862371,-0.11525915844606395,-0.16511766172108158,-0.2161295324465289,0.23431019162579578,-0.31404172378903117,-0.1281628773347746,-0.1390425703429082,-0.12143400520840994
2016-09-13,,,,,,,,,,,,,,
2016-09-14,,,,,,,,,,,,,,
2016-09-15,,,,,,,,,,,,,,
2016-09-16,,,,,,,,,,,,,,
2016-09-19,-0.09354391082957393,-0.05704053221991046,-0.03948929923765038,0.03801306533299103,-0.17651929333030328,-0.06996181225996619,-0.09617198500013449,-0.13395560451741703,-0.17984632389003763,-0.1865670122348793,-0.26236479830427467,-0.10555888657624492,-0.11144400458510276,-0.09913111015589429
2016-09-20,,,,,,,,,,,,,,
2016-09-21,,,,,,,,,,,,,,
2016-09-22,,,,,,,,,,,,,,
2016-09-23,,,,,,,,,,,,,,
2016-09-26,0.12283201342040964,0.056488672140914055,-0.039678410900042226,0.03812930684279297,0.24417595063261582,-0.1263834706090604,0.10937217012754108,0.15438558718927303,-0.1914723976432614,0.2000190411459147,0.32528787732468795,-0.12370991968936101,-0.14000512721904804,0.12806005511507748
2016-09-27,,,,,,,,,,,,,,
2016-09-28,,,,,,,,,,,,,,
2016-09-29,,,,,,,,,,,,,,
2016-09-30,,,,,,,,,,,,,,
2016-10-03,-0.12403419783077536,-0.060239427730999946,0.038313153626049326,0.04147055191060018,0.24360193172573044,-0.130020003280444,0.10595385326517176,0.1493439444954802,-0.18440974795674284,0.189152109322047,0.3252604431192511,-0.12305914999585826,-0.1498341004030585,0.13530738533779124
2016-10-04,,,,,,,,,,,,,,
2016-10-05,,,,,,,,,,,,,,
2016-10-06,,,,,,,,,,,,,,
2016-10-07,,,,,,,,,,,,,,
2016-10-10,-0.10984357179688382,-0.055879466280839826,0.03981570753212448,0.040222658959741864,-0.23462622177505701,-0.13136036898771983,-0.11268944283802788,0.15796556281601026,-0.1810786544195013,-0.1833276720586008,-0.33212367172547996,-0.1254657276582767,0.15585904564863118,0.13974222750310483
2016-10-11,,,,,,,,,,,,,,
2016-10-12,,,,,,,,,,,,,,
2016-10-13,,,,,,,,,,,,,,
2016-10-14,,,,,,,,,,,,,,
2016-10-17,-0.11098614095311157,-0.05635261112956459,0.04098921997668584,0.0390994614170461,-0.2229804086849495,-0.13351891255078532,-0.11203570154028296,0.16130924222923457,0.1835991902140768,-0.18270072895009842,-0.3413489887027197,-0.12934265494243377,-0.1504401414082723,0.1352965973007387
2016-10-18,,,,,,,,,,,,,,
2016-10-19,,,,,,,,,,,,,,
2016-10-20,,,,,,,,,,,,,,
2016-10-21,,,,,,,,,,,,,,
2016-10-24,-0.11580314653391527,-0.05785396800919293,0.040865511966567104,0.039156766536391475,-0.2178754046458018,-0.13316677453254946,-0.11493736885952503,-0.15188107919697075,-0.1773034268223508,-0.1815113948365681,-0.3367920438426441,-0.12734050329758786,0.14768432680288146,0.131573794437386
2016-10-25,,,,,,,,,,,,,,
2016-10-26,,,,,,,,,,,,,,
2016-10-27,,,,,,,,,,,,,,
2016-10-28,,,,,,,,,,,,,,
2016-10-31,-0.10312131623748065,-0.051668782425016276,-0.034224540649731156,-0.03377129503568827,-0.19330140116420497,-0.1174623672221941,-0.12053646655716888,-0.13808541161197788,-0.15390430154544948,-0.16226821669188632,-0.297715407876602,-0.11240920986036143,-0.12523623421258212,-0.11106167345459009
2016-11-01,,,,,,,,,,,,,,
2016-11-02,,,,,,,,,,,,,,
2016-11-03,,,,,,,,,,,,,,
2016-11-04,,,,,,,,,,,,,,
2016-11-07,0.11772367615413261,0.06048379389136569,-0.04013232546916154,-0.03995511416164492,-0.21405634742093751,0.13211442089498912,-0.13400643113401828,0.16037420831808857,-0.18714437879561488,0.17925464151928186,-0.35588178001727006,-0.13208555984204415,-0.1310297668157966,-0.11575755556565423
2016-11-08,,,,,,,,,,,,,,
2016-11-09,,,,,,,,,,,,,,
2016-11-10,,,,,,,,,,,,,,
2016-11-11,,,,,,,,,,,,,,
2016-11-14,-0.11778188775539244,-0.057150425778924444,-0.0458050783782503,-0.038359638494841225,-0.2243859390847374,0.14224724825105484,-0.14208518146534796,-0.16177187541347504,-0.2028825400374961,-0.1960965804948157,-0.3003339348048781,-0.11222722869406337,0.1395205219598316,-0.11935191938689195
2016-11-15,,,,,,,,,,,,,,
2016-11-16,,,,,,,,,,,,,,
2016-11-17,,,,,,,,,,,,,,
2016-11-18,,,,,,,,,,,,,,
2016-11-21,-0.1168317212723928,-0.05814430653618539,-0.04371341960720586,-0.038656859234331147,-0.227468493898141,0.14402755044656063,-0.14047318123275865,-0.15768855879326138,-0.2051000960967193,-0.20515933462232983,-0.3007738305725132,-0.11092090935149426,0.13690314265252063,-0.11413859568358616
2016-11-22,,,,,,,,,,,,,,
2016-11-23,,,,,,,,,,,,,,
2016-11-25,,,,,,,,,,,,,,
2016-11-28,-0.11149753761769854,-0.05803519668379445,-0.04334791593206791,0.03736143027976012,-0.22762965449871117,0.1433560038245638,-0.1362186846958287,-0.155462056620167,-0.20204766659441462,-0.21142708173414612,-0.2994644862573937,-0.11279108770766078,0.13728492139354218,0.1142724377134254
2016-11-29,,,,,,,,,,,,,,
2016-11-30,,,,,,,,,,,,,,
2016-12-01,,,,,,,,,,,,,,
2016-12-02,,,,,,,,,,,,,,
2016-12-05,-0.11699798669230783,-0.06260550228155681,0.03865121085875299,0.036336958617438804,-0.21983059881861186,0.14383080965284892,-0.1432465898801689,-0.15905374599199312,0.2126995589781255,-0.21995470295521546,-0.2914771168208046,-0.1097959877546384,0.13692738349863748,0.108591847198899
2016-12-06,,,,,,,,,,,,,,
2016-12-07,,,,,,,,,,,,,,
2016-12-08,,,,,,,,,,,,,,
2016-12-09,,,,,,,,,,,,,,
2016-12-12,-0.11405367117284361,-0.06158516628602813,0.03954845698696717,0.034780637859224424,-0.1933919852276474,0.1433298298642189,-0.1435086467981164,-0.1666717481989567,0.2188379711048773,-0.21126253743396875,-0.2865467668713598,-0.10908322715169538,0.1592843828545003,0.11811497218959545
2016-12-13,,,,,,,,,,,,,,
2016-12-14,,,,,,,,,,,,,,
2016-12-15,,,,,,,,,,,,,,
2016-12-16,,,,,,,,,,,,,,
2016-12-19,-0.11295724861484964,-0.0602336578628423,0.04047564243253027,0.035526913265968726,-0.19265858256176627,0.15154302769735958,-0.1410920642379788,-0.16311284870117138,0.21244312865447385,-0.21352218072662035,-0.27988189319214457,-0.11031652840319459,0.16307591682725817,0.12316036682184152
2016-12-20,,,,,,,,,,,,,,
2016-12-21,,,,,,,,,,,,,,
2016-12-22,,,,,,,,,,,,,,
2016-12-23,,,,,,,,,,,,,,
2016-12-27,-0.10145607212034471,-0.05476167475067384,0.037088936390307185,0.02866941027142193,-0.16930824879164552,-0.13502659401610367,-0.13009332665914258,-0.14700095638964378,-0.19367738097404819,-0.19123005445569058,-0.2514761550633908,-0.09997854132579477,0.1522483123725789,0.11273936138769934
2016-12-28,,,,,,,,,,,,,,
2016-12-29,,,,,,,,,,,,,,
2016-12-30,,,,,,,,,,,,,,
2017-01-03,-0.11005767976094168,-0.06082946683917457,-0.04347752144768135,-0.029193323677989772,-0.17785461998173088,-0.1514986337729361,-0.1441437230449204,-0.16717165192872632,-0.22118307266209372,-0.20957086507088254,-0.27513965655370637,0.11170639493999794,0.17316876800410375,0.12500462231511453
2017-01-04,,,,,,,,,,,,,,
2017-01-05,,,,,,,,,,,,,,
2017-01-06,,,,,,,,,,,,,,
2017-01-09,0.1252569224344423,-0.07057322540625603,0.0,-0.03054942700331503,-0.1734397752838371,-0.15895995205978442,-0.1426239598655774,-0.1666215561545971,-0.22604212596930837,0.20899082981173342,0.274692346173626,0.11229294684669433,0.18142959672731912,0.12852733626350965
2017-01-10,,,,,,,,,,,,,,
2017-01-11,,,,,,,,,,,,,,
2017-01-12,,,,,,,,,,,,,,
2017-01-13,,,,,,,,,,,,,,
2017-01-17,0.11232274794376963,0.06381165708259925,0.04137434476391044,-0.02801797503967165,0.1621015864161169,-0.15175373617054685,0.12560182662290728,0.14971948017603642,0.21543081789366,0.19223099030253157,0.2499632324331007,0.10401233601854735,0.17619055769115108,0.12260173210675099
2017-01-18,,,,,,,,,,,,,,
2017-01-19,,,,,,,,,,,,,,
2017-01-20,,,,,,,,,,,,,,
2017-01-23,0.1017626618084534,0.05811987988838009,-0.037463920799953636,-0.0252402424824993,0.14536929345185431,0.1323984793898804,0.10894086806500967,0.140204633945356,0.1788805790068756,0.17236427783470218,0.21776662548251108,0.09246204417129776,0.1607139639390905,0.11261532467518995
2017-01-24,,,,,,,,,,,,,,
2017-01-25,,,,,,,,,,,,,,
2017-01-26,,,,,,,,,,,,,,
2017-01-27,,,,,,,,,,,,,,
2017-01-30,0.10199286838007078,0.0579995175591553,-0.03784162611285531,-0.025952131746397315,0.14546583914287745,0.13115825176097431,0.10530967308170579,0.144061900932106,0.17834549441222255,0.17285857050939143,0.2174619057583245,0.09298514241759968,0.15788717331148508,0.11457240371348454
2017-01-31,,,,,,,,,,,,,,
2017-02-01,,,,,,,,,,,,,,
2017-02-02,,,,,,,,,,,,,,
2017-02-03,,,,,,,,,,,,,,
2017-02-06,0.11542177149441832,0.06794661056619807,-0.04675732165465545,-0.03082954042850647,0.1710718431625908,0.15368085449814736,0.12329807396592303,0.1649674757827544,0.20171041369439505,0.22018329200856807,0.24943684193203247,-0.10844361625018836,0.19230209924709768,0.1403769324743204
2017-02-07,,,,,,,,,,,,,,
2017-02-08,,,,,,,,,,,,,,
2017-02-09,,,,,,,,,,,,,,
2017-02-10,,,,,,,,,,,,,,
2017-02-13,0.11213472995082782,0.06276873704191019,-0.043869523165284086,-0.029787197689133748,-0.1643857370998243,0.14853237541904937,0.11727627721623543,0.1636838875255601,0.19178668109252653,0.20847734479386174,-0.26586707649785335,-0.12400460109309934,0.21383222464815618,0.15359360676667752
2017-02-14,,,,,,,,,,,,,,
2017-02-15,,,,,,,,,,,,,,
2017-02-16,,,,,,,,,,,,,,
2017-02-17,,,,,,,,,,,,,,
2017-02-21,0.11754921778932848,0.07752465971483595,0.04515773899275488,-0.027646070188140793,-0.16030278632518163,-0.14441880896310583,-0.11596816815308393,0.16546394733708072,0.19177443504476532,-0.2002244888501323,-0.25968090721032494,-0.12464915497338114,0.20978315536095243,0.159856461096932
2017-02-22,,,,,,,,,,,,,,
2017-02-23,,,,,,,,,,,,,,
2017-02-24,,,,,,,,,,,,,,
2017-02-27,0.12238395576652072,0.07747974388112572,0.046080174167927666,-0.02771012432035995,-0.15956074688283972,-0.1453004343272551,0.11580511338026475,0.16913555291279353,-0.1917788818762956,-0.19892312262476652,0.2534536488909794,0.11983740721067793,0.21074396852185362,0.16180712523633986
2017-02-28,,,,,,,,,,,,,,
2017-03-01,,,,,,,,,,,,,,
2017-03-02,,,,,,,,,,,,,,
2017-03-03,,,,,,,,,,,,,,
2017-03-06,0.12334016543185745,0.06984430602130541,-0.0633089953702553,-0.028326049179065945,-0.15430570194551158,-0.1422041266988918,-0.11891091541695091,-0.16914698756098503,-0.1883386074678798,-0.19421921272718096,-0.2538493015519574,0.12010232178489914,0.19230258179447646,0.18180072704878283
2017-03-07,,,,,,,,,,,,,,
2017-03-08,,,,,,,,,,,,,,
2017-03-09,,,,,,,,,,,,,,
2017-03-10,,,,,,,,,,,,,,
2017-03-13,-0.11956569696612405,-0.06810198951519864,-0.05652023129020234,-0.02832239745312577,0.15985349667867144,-0.14366015197165097,-0.11675752004768289,-0.16222216982388069,-0.1847856050472025,-0.19932180592688337,-0.2520721020278363,-0.12019582379575774,0.20069808933873778,0.1879229201170452
2017-03-14,,,,,,,,,,,,,,
2017-03-15,,,,,,,,,,,,,,
2017-03-16,,,,,,,,,,,,,,
2017-03-17,,,,,,,,,,,,,,
2017-03-20,-0.12155313582092332,-0.07474785709290178,-0.057876971724453524,0.028295011642856024,0.16279198319672636,-0.14047022856089625,0.1200144560465348,0.15088825778898726,-0.17773412496608681,0.20108519328758298,-0.24772313354015163,-0.11869829048680258,0.20114939781875907,0.19697195802633718
2017-03-21,,,,,,,,,,,,,,
2017-03-22,,,,,,,,,,,,,,
2017-03-23,,,,,,,,,,,,,,
2017-03-24,,,,,,,,,,,,,,
2017-03-27,0.12433558259325472,-0.07517942306193953,-0.05935160629340311,0.030799550646013026,0.1632600870020872,0.14075626664319255,0.12181957373565033,-0.15526295217057534,-0.18651976467116843,0.20023481518132066,0.25262297720364923,0.12143205973509799,-0.1895243680364256,0.17890097302622227
2017-03-28,,,,,,,,,,,,,,
2017-03-29,,,,,,,,,,,,,,
2017-03-30,,,,,,,,,,,,,,
2017-03-31,,,,,,,,,,,,,,
2017-04-03,0.12619934186818588,0.0771257974653359,-0.057172946948909446,0.0315671515610326,0.1608959606312626,0.13840811011473322,0.11976725539375421,0.15413029875603254,0.18664632185312027,0.19587163389302464,0.24747626953434904,0.1175233183052361,-0.19249253053546145,0.19472306313956209
2017-04-04,,,,,,,,,,,,,,
2017-04-05,,,,,,,,,,,,,,
2017-04-06,,,,,,,,,,,,,,
2017-04-07,,,,,,,,,,,,,,
2017-04-10,0.12649472594485997,0.07392773374375998,0.055129403684772454,0.03449618757384197,-0.17200110745108008,0.13855062414835442,0.12394166562040634,-0.1485127782297914,0.18097517844078476,-0.21093087045314637,0.24135570750948723,0.11629172742634017,-0.18631698506228944,0.1910753047110851
2017-04-11,,,,,,,,,,,,,,
2017-04-12,,,,,,,,,,,,,,
2017-04-13,,,,,,,,,,,,,,
2017-04-17,0.12276443826932219,0.07384133573620537,0.059743292482252804,0.03629377036050015,-0.17311642999475496,0.13891508258707072,0.12393898565239185,-0.15437845334091613,0.18270259581650847,-0.21649375961344536,0.23923531518650903,0.11620500230310774,-0.17871750936347539,-0.18365402929353974
2017-04-18,,,,,,,,,,,,,,
2017-04-19,,,,,,,,,,,,,,
2017-04-20,,,,,,,,,,,,,,
2017-04-21,,,,,,,,,,,,,,
2017-04-24,0.12452339429090387,0.0744944552354882,0.056745142453523544,-0.03645680223362557,0.1588198020876768,0.13794758427662623,0.13931263572228555,-0.15438413723598257,-0.1998864923347244,-0.2117640080001824,0.2495840252962085,0.11877695130916524,0.16722289884543537,0.17008167067817181
2017-04-25,,,,,,,,,,,,,,
2017-04-26,,,,,,,,,,,,,,
2017-04-27,,,,,,,,,,,,,,
2017-04-28,,,,,,,,,,,,,,
2017-05-01,0.1213331553429664,-0.07106105856004874,-0.05668385435509308,-0.03633541476848145,0.15633914483533196,0.13897302969044503,-0.14455154512695667,-0.14774702211623267,-0.21116120198345545,0.21012082482758127,0.24599309651008433,0.11638550584770399,0.17157784555785213,0.17173730047776703
2017-05-02,,,,,,,,,,,,,,
2017-05-03,,,,,,,,,,,,,,
2017-05-04,,,,,,,,,,,,,,
2017-05-05,,,,,,,,,,,,,,
2017-05-08,-0.12342723235953593,-0.07283016919903808,-0.05115813576968865,-0.036895352964269525,0.15541339492691003,0.1443355142288708,-0.14734831734167708,-0.14589481989577266,-0.21527499960090551,0.19374475476264527,0.24913543138382616,0.11730187410156195,0.17386940862100503,0.173370594844293
2017-05-09,,,,,,,,,,,,,,
2017-05-10,,,,,,,,,,,,,,
2017-05-11,,,,,,,,,,,,,,
2017-05-12,,,,,,,,,,,,,,
2017-05-15,-0.1249647471269672,-0.07246276172600738,-0.049096958213197914,0.037314531946083716,0.15400938338449158,0.143542617098476,-0.14907852985903375,-0.1447575771665965,-0.21262069109537182,0.18532333488245303,-0.25461550132696414,-0.1243314184136394,0.17431605731486527,0.17356589044585186
2017-05-16,,,,,,,,,,,,,,
2017-05-17,,,,,,,,,,,,,,
2017-05-18,,,,,,,,,,,,,,
2017-05-19,,,,,,,,,,,,,,
2017-05-22,-0.1215599604720953,-0.07152734021311959,0.05093593685185,0.0452764413062208,0.15924348088484458,0.15218503639419373,-0.1444162024871033,-0.1551058777802262,0.21428241716730156,0.19055455549850095,0.26278278002717004,0.12867483549871903,0.16184559050309463,0.14160954491556013
2017-05-23,,,,,,,,,,,,,,
2017-05-24,,,,,,,,,,,,,,
2017-05-25,,,,,,,,,,,,,,
2017-05-26,,,,,,,,,,,,,,
2017-05-30,0.1212197075092157,0.0716053278574328,0.04657655634103334,-0.04406075921473386,0.15648039432598143,-0.15076021182610289,0.14559747423376643,-0.15457145293303592,0.21596145527027122,0.19278263735232262,0.26840259536230077,0.1305027149095281,0.16080264233901753,0.14067607052525788
2017-05-31,,,,,,,,,,,,,,
2017-06-01,,,,,,,,,,,,,,
2017-06-02,,,,,,,,,,,,,,
2017-06-05,0.12157496809780223,0.07660608155439474,0.04506853964883199,-0.04207368042735771,0.15780433749091355,-0.15371541808159678,0.145553416058634,0.15143385388932024,0.21279178452298497,0.1844126090263967,0.27250534238828505,0.132183600434221,0.16627236077899477,0.1380040076002666
2017-06-06,,,,,,,,,,,,,,
2017-06-07,,,,,,,,,,,,,,
2017-06-08,,,,,,,,,,,,,,
2017-06-09,,,,,,,,,,,,,,
2017-06-12,0.12029219099326238,0.07916065804395248,-0.04626299601714814,-0.04413014515438016,0.1651597357005869,-0.14236316968571058,0.14482208317353418,0.15720316234616274,0.20397885723028117,0.18598510045444525,0.2834229692377294,0.13849640292416193,0.16950976564381073,0.11921276339483454
2017-06-13,,,,,,,,,,,,,,
2017-06-14,,,,,,,,,,,,,,
2017-06-15,,,,,,,,,,,,,,
2017-06-16,,,,,,,,,,,,,,
2017-06-19,-0.1228468808201164,-0.0808530411847977,-0.04327285165781462,-0.042412727504027206,-0.1619538577824482,-0.14256716903481886,-0.1393541105672408,0.1725868134545486,0.21134033509397887,-0.18703355364962454,0.289195330540282,0.1335840670441531,0.16444803557131868,0.10855122609483098
2017-06-20,,,,,,,,,,,,,,
2017-06-21,,,,,,,,,,,,,,
2017-06-22,,,,,,,,,,,,,,
2017-06-23,,,,,,,,,,,,,,
2017-06-26,-0.1213341577336052,-0.08317241685629477,-0.04187106901165418,-0.04128330630012027,0.1624997642491494,-0.14334172089747968,-0.14089324623334992,0.1736433229883976,0.20119613980774767,0.18741773858756625,0.28994957864306886,0.1324387381233189,0.1716156210081247,-0.10934317956012224
2017-06-27,,,,,,,,,,,,,,
2017-06-28,,,,,,,,,,,,,,
2017-06-29,,,,,,,,,,,,,,
2017-06-30,,,,,,,,,,,,,,
2017-07-03,-0.12106766461252816,-0.0804961497111115,-0.0427916031787393,-0.04330079396753953,0.16005629656068812,0.14617562637125955,-0.14765235240941926,0.17773114073277999,0.19843457789213387,0.18285669316219635,-0.2970204093112939,-0.13740361541732043,-0.16654519386159575,-0.0984678828113941
2017-07-05,,,,,,,,,,,,,,
2017-07-06,,,,,,,,,,,,,,
2017-07-07,,,,,,,,,,,,,,
2017-07-10,-0.11999838346718407,-0.07736101024781604,-0.042073600258172486,-0.04394808467210987,0.16208265829859103,0.14932247575316454,-0.1480115607332123,0.18054601075475046,0.19712926978258222,0.1834511728639275,-0.30208578011717135,-0.13676426783326687,0.1614113472473627,-0.09581437797068795
2017-07-11,,,,,,,,,,,,,,
2017-07-12,,,,,,,,,,,,,,
2017-07-13,,,,,,,,,,,,,,
2017-07-14,,,,,,,,,,,,,,
2017-07-17,-0.12526445761021998,-0.07710661207940356,0.04167829734516841,-0.04279209885335055,0.1613490141801838,0.14478769210088038,-0.15318021641095866,0.16902182489934717,0.18328245616747907,0.1839073628271219,-0.31531918349901167,-0.13934540905502465,0.1670039562314636,0.09596141874038677
2017-07-18,,,,,,,,,,,,,,
2017-07-19,,,,,,,,,,,,,,
2017-07-20,,,,,,,,,,,,,,
2017-07-21,,,,,,,,,,,,,,
2017-07-24,-0.12194884221773498,-0.07347885585868534,0.04067999901753104,-0.04062493592144203,0.16413747378380442,0.16402101853569648,0.1487787328164038,0.15631458227274878,0.18549533609441252,0.17701623713535633,-0.31997544474601225,-0.13996092797754398,0.17311194608381955,0.09445566753880855
2017-07-25,,,,,,,,,,,,,,
2017-07-26,,,,,,,,,,,,,,
2017-07-27,,,,,,,,,,,,,,
2017-07-28,,,,,,,,,,,,,,
2017-07-31,0.12582885431297036,0.07749505469620914,0.0398830395233193,-0.04004754041798718,0.1621739760641104,0.16420728553517505,0.15274719254026844,0.1618537512317734,0.17792838863215066,-0.16219374717092064,0.3203680150461268,-0.14227376246728846,0.17714561521691954,0.0958537771447804
2017-08-01,,,,,,,,,,,,,,
2017-08-02,,,,,,,,,,,,,,
2017-08-03,,,,,,,,,,,,,,
2017-08-04,,,,,,,,,,,,,,
2017-08-07,0.13159123946633308,0.07696411445336351,0.041891582662908274,-0.04072756474787669,0.1612201908160473,0.16146288665226405,0.1505742744828197,0.17202514219446965,0.1736796433417373,-0.16795941436116846,0.3155772900149484,0.1361054394282458,0.1756723735857013,0.09454884379211681
2017-08-08,,,,,,,,,,,,,,
2017-08-09,,,,,,,,,,,,,,
2017-08-10,,,,,,,,,,,,,,
2017-08-11,,,,,,,,,,,,,,
2017-08-14,0.12846321291464488,0.07390583131717819,0.04287988347552026,-0.0413190308229111,0.16568072281677781,-0.16367742670214938,0.15388259324589712,0.17600687492272973,-0.17675591388234235,-0.16546106733916555,0.32437871158444487,0.13645651899508676,0.16171596778731698,0.08941624419383516
2017-08-15,,,,,,,,,,,,,,
2017-08-16,,,,,,,,,,,,,,
2017-08-17,,,,,,,,,,,,,,
2017-08-18,,,,,,,,,,,,,,
2017-08-21,0.13364224436298877,0.07068021377970211,0.040163700559434995,0.04150542376278329,0.1693592540480239,-0.1597165994941874,0.1653204439407253,0.1575903455588528,-0.1650259455336056,-0.1680779076503479,0.334856128062803,0.1374844002652547,-0.16573626202295982,-0.09084113095833014
2017-08-22,,,,,,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,
2017-08-24,,,,,,,,,,,,,,
2017-08-25,,,,,,,,,,,,,,
2017-08-28,0.13036388591555576,0.0692579927440094,-0.04304266527662188,0.04403252339267207,0.1643164222416439,-0.1639688077386754,0.16563612238298955,-0.1595190912261117,-0.17107887612098807,0.1613543078169151,0.3364901094647094,0.1393574799231721,-0.16151578343959513,-0.09006593231634086
2017-08-29,,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,,,,,
2017-09-05,0.13132055172008228,0.07073775507370476,-0.04360439947164977,0.044293723897136615,0.16600968655483922,0.1658455480417022,0.16690855679753414,0.1692616258830709,0.16308075301888122,0.15744966526245172,0.3286454631028482,0.1386453024372484,-0.16377596866524757,0.0904210000736029
2017-09-06,,,,,,,,,,,,,,
2017-09-07,,,,,,,,,,,,,,
2017-09-08,,,,,,,,,,,,,,
2017-09-11,0.13016343482997933,0.0730812348406119,-0.04653039730080144,-0.04444940725222322,0.16627666076620276,0.18897013693356565,-0.15356104489034417,0.1714736630987607,0.16390593240017504,0.15287562344790123,0.31531726486640926,0.13382143282901307,0.16174861401387863,0.0978251525301336
2017-09-12,,,,,,,,,,,,,,
2017-09-13,,,,,,,,,,,,,,
2017-09-14,,,,,,,,,,,,,,
2017-09-15,,,,,,,,,,,,,,
2017-09-18,0.1286822594337363,0.0715725209787598,0.0487554680549876,0.0465595782784748,0.16966820896070012,0.15987926993312251,-0.15880361835663714,0.17435827396694578,0.16007411044929337,0.15206924286433726,-0.3211612878494519,-0.13893687809035246,0.16698417191053191,0.10249511087266877
2017-09-19,,,,,,,,,,,,,,
2017-09-20,,,,,,,,,,,,,,
2017-09-21,,,,,,,,,,,,,,
2017-09-22,,,,,,,,,,,,,,
