date,return,nav,gross,turnover,trading_cost,borrow,funding,interest
2016-01-04,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-05,0.0006190377936035052,1.0006190377936035,1.9959109797529713,1.9980019980019978,0.000999000999000999,0.00014563689904317957,0.0,0.0
2016-01-06,0.014132460737850128,1.0147602470587669,1.966519556500023,0.0,0.0,0.00014279423157596,0.0,0.0
2016-01-07,0.004407774300057232,1.0192330811964723,1.9618456809597409,0.0,0.0,0.0001416014353157379,0.0,0.0
2016-01-08,0.006669751971007498,1.0260311130486985,1.9439159855017516,0.0,0.0,0.00014126666110525975,0.0,0.0
2016-01-11,0.002481662779869165,1.0285773762729393,1.928947945814192,0.0,0.0,0.0001401774678872672,0.0,0.0
2016-01-12,0.0039779084653166485,1.0326689629252486,1.9910539865108179,0.14770540397169796,7.385270198584899e-05,0.00014227561079550665,0.0,0.0
2016-01-13,0.008870659271060788,1.0418294174351581,1.9711726359380994,0.0,0.0,0.00014143440682744165,0.0,0.0
2016-01-14,-0.008105677784943643,1.0333846838705532,1.9824264279239545,0.0,0.0,0.0001402336135220614,0.0,0.0
2016-01-15,0.018652100579178876,1.0526594789310897,1.9394114475306983,0.0,0.0,0.0001373446363693031,0.0,0.0
2016-01-19,-0.0016787562372796438,1.0508923202651026,1.9395945003095745,0.0,0.0,0.00013772832239254673,0.0,0.0
2016-01-20,0.007630571119845664,1.058911228854185,1.97493246436928,0.5209390682539982,0.000260469534126999,0.00011368523628789098,0.0,0.0
2016-01-21,-0.011023425811898968,1.0472383994815242,2.0024294311396953,0.0,0.0,0.00011527524469304283,6.561084283712994e-07,0.0
2016-01-22,-0.01512325221705868,1.0314007490347763,2.0368282939818076,0.0,0.0,0.00011911308901608558,1.0085208698909749e-06,0.0
2016-01-25,0.015390626659748774,1.0472746528997559,2.0014830700407673,0.0,0.0,0.00011724295728588174,1.379552486109895e-06,0.0
2016-01-26,-0.009704715334172831,1.037111150516669,1.9651870019358386,0.5552553033656268,0.0002776276516828134,0.00013981039804216306,9.85600827171607e-07,0.0
2016-01-27,0.0035189626538296714,1.0407607059232076,1.9550567359720823,0.0,0.0,0.00014007052625260148,0.0,0.0
2016-01-28,-0.007022591352040974,1.0334518687902472,1.9762074493741633,0.0,0.0,0.00014222927000333936,0.0,0.0
2016-01-29,0.001125301332544737,1.0346148135553177,1.9737743003081747,0.0,0.0,0.0001411941080935922,0.0,0.0
2016-02-01,-0.0071257428853302995,1.0272424144085686,1.9897849668386296,0.0,0.0,0.00014219114960727265,0.0,0.0
2016-02-02,0.008654205435475903,1.0361323812948946,1.9957412071841159,1.06029785896129,0.0005301489294806449,0.00013987810832323294,0.0,0.0
2016-02-03,-0.014726645440550246,1.0208736270860916,2.049976865229294,0.0,0.0,0.00014318355669013584,0.0,0.0
2016-02-04,0.003403744577141765,1.024348420158233,2.0509783436379916,0.0,0.0,0.000144233491352679,0.0,0.0
2016-02-05,0.01345242216128506,1.0381283875464469,2.0156216629667267,0.0,0.0,0.0001424757679341529,0.0,0.0
2016-02-08,0.008382996490494232,1.0468310141759312,2.0084749517731892,0.0,0.0,0.00013984244297533861,0.0,0.0
2016-02-09,-0.001005003348099609,1.0457789455017898,1.919759264807891,1.4721637103031155,0.0007360818551515578,5.2426326462706555e-05,0.0,0.0
2016-02-10,0.006379693177558821,1.0524506943056422,1.91307106686381,0.0,0.0,5.2694744423327066e-05,1.8968363021368488e-05,0.0
2016-02-11,0.013991270126724187,1.067175816264731,1.8947939630109787,0.0,0.0,5.109427679931699e-05,1.8499754654568145e-05,0.0
2016-02-12,-0.012022106259678367,1.0543461152038374,1.9147765587383794,0.0,0.0,5.223406886654044e-05,1.8606195781425242e-05,0.0
2016-02-16,-0.012936152923783917,1.040706932622963,1.9256419408796364,0.0,0.0,5.268156453964478e-05,1.8973937538874713e-05,0.0
2016-02-17,-0.0013867170208184953,1.0392637666058109,1.9413184816659947,0.6567292352277393,0.00032836461761386965,1.8050499477981322e-05,1.910329953262888e-05,0.0
2016-02-18,0.008772322354617446,1.048380523377951,1.9269407787377422,0.0,0.0,1.7698398614130157e-05,3.139793429650157e-05,0.0
2016-02-19,0.0021093185717668828,1.050591891886191,1.9224555121787703,0.0,0.0,1.7443999491862463e-05,3.109874103963047e-05,0.0
2016-02-22,-0.008165693804819019,1.0420130801832228,1.935443678778562,0.0,0.0,1.781549274312097e-05,3.11429777986452e-05,0.0
2016-02-23,0.006541940463188123,1.0488298677156447,1.986161197202777,0.4680017763823989,0.00023400088819119946,4.2385522905009794e-05,3.120105008034721e-05,0.0
2016-02-24,0.0012532296871741178,1.0501442924426607,1.985461995159088,0.0,0.0,4.1930277466840885e-05,2.4982716512269146e-05,0.0
2016-02-25,0.0025585555159746143,1.0528311449146592,1.9849497307429325,0.0,0.0,4.2192929142266705e-05,2.508233415072254e-05,0.0
2016-02-26,-0.010555126418113847,1.0417183790831575,1.9926653300577586,0.0,0.0,4.225373183821456e-05,2.5260796755283805e-05,0.0
2016-02-29,0.004058569833832237,1.045946265871853,1.986763962862822,0.0,0.0,4.218684984815509e-05,2.523663633602943e-05,0.0
2016-03-01,-0.009355007698232498,1.0361614305026843,1.7929340654235062,0.3882520433118527,0.00019412602165592635,4.89709759858028e-05,2.5115031104652778e-05,0.0
2016-03-02,0.0028214367374124194,1.0390848944285944,1.7929499310023354,0.0,0.0,4.964131577591455e-05,1.4989098106127946e-05,0.0
2016-03-03,0.006351548054151834,1.0456846920679008,1.7895774383281702,0.0,0.0,4.945519219018642e-05,1.4950358839063104e-05,0.0
2016-03-04,-0.0014080160642117034,1.044212351223369,1.7966915891062423,0.0,0.0,4.9561579455042585e-05,1.4909556021896413e-05,0.0
2016-03-07,-0.00021918502764228798,1.0439834755103017,1.8023139864633029,0.0,0.0,4.996592605302365e-05,1.5055169312857373e-05,0.0
2016-03-08,0.0015254911887736533,1.0455760631034179,2.0018044601578087,1.8061999086432514,0.0009030999543216257,0.00011508766238863895,1.5071235729342749e-05,0.0
2016-03-09,0.0029911428030049425,1.048703530419564,1.9977762487621653,0.0,0.0,0.00011532894140270509,1.188146869176796e-06,0.0
2016-03-10,-0.006180653173901818,1.0422218576157942,2.0174234233332373,0.0,0.0,0.00011621100506218502,1.1707440991572867e-06,0.0
2016-03-11,0.0023209027477897326,1.0446407531889412,2.0154157812389193,0.0,0.0,0.00011627944673332845,1.4391444988200594e-06,0.0
2016-03-14,-0.0015345956348792322,1.0430376520490805,2.0116786375652067,0.0,0.0,0.0001158665792721478,1.4472295052344946e-06,0.0
2016-03-15,-0.0015249295128497709,1.0414470931504574,1.3214092762162573,1.3519593943965091,0.0006759796971982546,0.00011545530183896826,1.3542712804210312e-06,0.0
2016-03-16,-0.003488554543039868,1.0378139481623117,1.3403625259191623,0.0,0.0,0.00011604506953800623,0.0,0.0
2016-03-17,-0.00460478541892495,1.033035037626257,1.3580763008397307,0.0,0.0,0.0001182883771767204,0.0,0.0
2016-03-18,0.0011786551171948378,1.0342526296595966,1.3536121922743045,0.0,0.0,0.0001179239818819178,0.0,0.0
2016-03-21,0.0037688231029169295,1.0381505448645103,1.3443858145606695,0.0,0.0,0.00011722697993886804,0.0,0.0
2016-03-22,0.0006947350383028628,1.0388717844230608,1.670977860537825,1.6334104145670754,0.0008167052072835376,5.2171412001645974e-05,0.0,0.0
2016-03-23,-0.014149612500336084,1.0241721512359419,1.683520937667439,0.0,0.0,5.278004603359254e-05,9.35196758313751e-06,0.0
2016-03-24,-0.0013948249728297224,1.0227436103429213,1.684994486008365,0.0,0.0,5.3258966383971155e-05,9.491274267075464e-06,0.0
2016-03-28,0.0003720996450007341,1.0231241728772567,1.687506633049119,0.0,0.0,5.310897621785755e-05,9.447438085966281e-06,0.0
2016-03-29,0.007236873888701645,1.0305283934888516,1.603372856470561,0.3101469907698022,0.00015507349538490108,5.692138303569814e-05,9.538657960894128e-06,0.0
2016-03-30,0.005056432417116952,1.0357391906644482,1.5949732848861016,0.0,0.0,5.583846090744051e-05,5.096213064632436e-06,0.0
2016-03-31,-0.0015023711105307536,1.0341831260263494,1.6002929315581158,0.0,0.0,5.598888018668891e-05,4.98133798339003e-06,0.0
2016-04-01,-0.0010889463368078944,1.0330569560996745,1.6004862099447705,0.0,0.0,5.649500173967365e-05,5.118669781540893e-06,0.0
2016-04-04,-0.0017192614164065478,1.031280861134102,1.6013208824673426,0.0,0.0,5.6148579196386095e-05,5.080761966553239e-06,0.0
2016-04-05,-0.007107640585207742,1.0239508874307572,2.000870894886082,1.3637136899987985,0.0006818568449993993,2.5382407522181828e-05,5.123060225244695e-06,0.0
