Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
10/22/2024,ProShares Ultra S&P500,SSO,46.364,46.4176,-0.11547,-0.0536,118200,5480224800
10/21/2024,ProShares Ultra S&P500,SSO,46.4176,46.5903,-0.37068,-0.1727,118400,5495843840
10/18/2024,ProShares Ultra S&P500,SSO,46.5903,46.24515,0.74635,0.34515,118400,5516291520
10/17/2024,ProShares Ultra S&P500,SSO,46.24515,46.2624,-0.03729,-0.01725,116200,5373686430
10/16/2024,ProShares Ultra S&P500,SSO,46.2624,45.84855,0.90265,0.41385,116200,5375690880
10/15/2024,ProShares Ultra S&P500,SSO,45.84855,46.56215,-1.53258,-0.7136,115100,5277168105
10/14/2024,ProShares Ultra S&P500,SSO,46.56215,45.84705,1.55975,0.7151,115200,5363959680
10/11/2024,ProShares Ultra S&P500,SSO,45.84705,45.329,1.14287,0.51805,114900,5267826045
10/10/2024,ProShares Ultra S&P500,SSO,45.329,45.50905,-0.39564,-0.18005,114900,5208302100
10/09/2024,ProShares Ultra S&P500,SSO,45.50905,44.87945,1.40287,0.6296,114900,5228989845
10/08/2024,ProShares Ultra S&P500,SSO,44.87945,44.03665,1.91386,0.8428,114900,5156648805
10/07/2024,ProShares Ultra S&P500,SSO,44.03665,44.89635,-1.91485,-0.8597,115200,5073022080
10/04/2024,ProShares Ultra S&P500,SSO,44.89635,44.1076,1.78824,0.78875,115600,5190018060
10/03/2024,ProShares Ultra S&P500,SSO,44.1076,44.26675,-0.35952,-0.15915,115700,5103249320
10/02/2024,ProShares Ultra S&P500,SSO,44.26675,44.25295,0.03118,0.0138,115800,5126089650
10/01/2024,ProShares Ultra S&P500,SSO,44.25295,45.093,-1.86293,-0.84005,115500,5111215725
09/30/2024,ProShares Ultra S&P500,SSO,45.093,44.72265,0.82810,0.37035,115900,5226278700
09/27/2024,ProShares Ultra S&P500,SSO,44.72265,44.86105,-0.30851,-0.1384,117000,5232550050
09/26/2024,ProShares Ultra S&P500,SSO,44.86105,44.5039,0.80251,0.35715,116000,5203881800
09/25/2024,ProShares Ultra S&P500,SSO,44.5039,44.77185,-0.59848,-0.26795,115300,5131299670
09/24/2024,ProShares Ultra S&P500,SSO,44.77185,44.54825,0.50193,0.2236,115400,5166671490
09/23/2024,ProShares Ultra S&P500,SSO,44.54825,44.31345,0.52986,0.2348,115400,5140868050
09/20/2024,ProShares Ultra S&P500,SSO,44.31345,44.506,-0.43264,-0.19255,114900,5091615405
09/19/2024,ProShares Ultra S&P500,SSO,44.506,43.04495,3.39424,1.46105,114800,5109288800
