Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
04/21/2025,ProShares Ultra QQQ,QLD,36.9105,38.83555,-4.95693,-1.92505,134300,4957080150
04/17/2025,ProShares Ultra QQQ,QLD,38.83555,38.8588,-0.05983,-0.02325,134000,5203963700
04/16/2025,ProShares Ultra QQQ,QLD,38.8588,41.38035,-6.09359,-2.52155,141500,5498520200
04/15/2025,ProShares Ultra QQQ,QLD,41.38035,41.244,0.33059,0.13635,140900,5830491315
04/14/2025,ProShares Ultra QQQ,QLD,41.244,40.7777,1.14352,0.4663,141200,5823652800
04/11/2025,ProShares Ultra QQQ,QLD,40.7777,39.3187,3.71070,1.459,141600,5774122320
04/10/2025,ProShares Ultra QQQ,QLD,39.3187,42.9259,-8.40332,-3.6072,141600,5567527920
04/09/2025,ProShares Ultra QQQ,QLD,42.9259,34.61485,24.01007,8.31105,140100,6013918590
04/08/2025,ProShares Ultra QQQ,QLD,34.61485,36.01855,-3.89716,-1.4037,132900,4600313565
04/07/2025,ProShares Ultra QQQ,QLD,36.01855,35.8891,0.36069,0.12945,133500,4808476425
04/04/2025,ProShares Ultra QQQ,QLD,35.8891,40.87535,-12.19867,-4.98625,131800,4730183380
04/03/2025,ProShares Ultra QQQ,QLD,40.87535,45.83505,-10.82076,-4.9597,132600,5420071410
04/02/2025,ProShares Ultra QQQ,QLD,45.83505,45.16055,1.49356,0.6745,132100,6054810105
04/01/2025,ProShares Ultra QQQ,QLD,45.16055,44.44045,1.62037,0.7201,132100,5965708655
03/31/2025,ProShares Ultra QQQ,QLD,44.44045,44.46115,-0.04656,-0.0207,132200,5875027490
03/28/2025,ProShares Ultra QQQ,QLD,44.46115,46.93575,-5.27231,-2.4746,145200,6455758980
03/27/2025,ProShares Ultra QQQ,QLD,46.93575,47.50765,-1.20381,-0.5719,145300,6819764475
03/26/2025,ProShares Ultra QQQ,QLD,47.50765,49.33255,-3.69918,-1.8249,145700,6921864605
03/25/2025,ProShares Ultra QQQ,QLD,49.33255,48.81725,1.05557,0.5153,145700,7187752535
03/24/2025,ProShares Ultra QQQ,QLD,48.81725,46.80615,4.29666,2.0111,145100,7083382975
03/21/2025,ProShares Ultra QQQ,QLD,46.80615,46.47035,0.72261,0.3358,145400,6805614210
03/20/2025,ProShares Ultra QQQ,QLD,46.47035,46.75225,-0.60297,-0.2819,145400,6756788890
03/19/2025,ProShares Ultra QQQ,QLD,46.75225,45.5722,2.58941,1.18005,143100,6690246975
03/18/2025,ProShares Ultra QQQ,QLD,45.5722,47.15095,-3.34829,-1.57875,140300,6393779660
03/17/2025,ProShares Ultra QQQ,QLD,47.15095,46.6451,1.08447,0.50585,138700,6539836765
03/14/2025,ProShares Ultra QQQ,QLD,46.6451,44.444,4.95252,2.2011,130100,6068527510
03/13/2025,ProShares Ultra QQQ,QLD,44.444,46.1868,-3.77337,-1.7428,130100,5782164400
03/12/2025,ProShares Ultra QQQ,QLD,46.1868,45.17215,2.24618,1.01465,129500,5981190600
03/11/2025,ProShares Ultra QQQ,QLD,45.17215,45.4286,-0.56451,-0.25645,129400,5845276210
03/10/2025,ProShares Ultra QQQ,QLD,45.4286,49.19425,-7.65465,-3.76565,127000,5769432200
03/07/2025,ProShares Ultra QQQ,QLD,49.19425,48.48515,1.46251,0.7091,127000,6247669750
03/06/2025,ProShares Ultra QQQ,QLD,48.48515,51.3469,-5.57336,-2.86175,126900,6152765535
03/05/2025,ProShares Ultra QQQ,QLD,51.3469,50.0059,2.68168,1.341,126900,6515921610
03/04/2025,ProShares Ultra QQQ,QLD,50.0059,50.3636,-0.71024,-0.3577,127500,6375752250
03/03/2025,ProShares Ultra QQQ,QLD,50.3636,52.68495,-4.40610,-2.32135,126400,6365959040
