Date,ProShares Name,Ticker,NAV,Prior NAV,NAV Change (%),NAV Change ($),Shares Outstanding (000),Assets Under Management
05/15/2025,ProShares UltraPro S&P500,UPRO,80.7178,79.6956,1.28263,1.0222,48500,3914813300
05/14/2025,ProShares UltraPro S&P500,UPRO,79.6956,79.4692,0.28489,0.2264,48500,3865236600
05/13/2025,ProShares UltraPro S&P500,UPRO,79.4692,77.8027,2.14196,1.6665,48500,3854256200
05/12/2025,ProShares UltraPro S&P500,UPRO,77.8027,70.8759,9.77314,6.9268,48500,3773430950
05/09/2025,ProShares UltraPro S&P500,UPRO,70.8759,71.0566,-0.25430,-0.1807,48500,3437481150
05/08/2025,ProShares UltraPro S&P500,UPRO,71.0566,69.8635,1.70776,1.1931,48000,3410716800
05/07/2025,ProShares UltraPro S&P500,UPRO,69.8635,68.9805,1.28007,0.883,48000,3353448000
05/06/2025,ProShares UltraPro S&P500,UPRO,68.9805,70.6294,-2.33458,-1.6489,48400,3338656200
05/05/2025,ProShares UltraPro S&P500,UPRO,70.6294,72.0234,-1.93548,-1.394,48450,3421994430
05/02/2025,ProShares UltraPro S&P500,UPRO,72.0234,69.0229,4.34711,3.0005,48450,3489533730
05/01/2025,ProShares UltraPro S&P500,UPRO,69.0229,67.7596,1.86439,1.2633,48700,3361415230
04/30/2025,ProShares UltraPro S&P500,UPRO,67.7596,67.4723,0.42580,0.2873,48950,3316832420
04/29/2025,ProShares UltraPro S&P500,UPRO,67.4723,66.3397,1.70727,1.1326,49350,3329758005
04/28/2025,ProShares UltraPro S&P500,UPRO,66.3397,66.2321,0.16246,0.1076,49550,3287132135
04/25/2025,ProShares UltraPro S&P500,UPRO,66.2321,64.8565,2.12099,1.3756,49750,3295046975
04/24/2025,ProShares UltraPro S&P500,UPRO,64.8565,61.1584,6.04676,3.6981,49950,3239582175
04/23/2025,ProShares UltraPro S&P500,UPRO,61.1584,58.2641,4.96755,2.8943,50250,3073209600
04/22/2025,ProShares UltraPro S&P500,UPRO,58.2641,54.1937,7.51084,4.0704,50900,2965642690
04/21/2025,ProShares UltraPro S&P500,UPRO,54.1937,58.3296,-7.09057,-4.1359,50550,2739491535
04/17/2025,ProShares UltraPro S&P500,UPRO,58.3296,58.1618,0.28851,0.1678,49900,2910647040
04/16/2025,ProShares UltraPro S&P500,UPRO,58.1618,62.3716,-6.74955,-4.2098,49950,2905181910
04/15/2025,ProShares UltraPro S&P500,UPRO,62.3716,62.7033,-0.52900,-0.3317,51000,3180951600
04/14/2025,ProShares UltraPro S&P500,UPRO,62.7033,61.2535,2.36689,1.4498,57550,3608574915
04/11/2025,ProShares UltraPro S&P500,UPRO,61.2535,58.1557,5.32673,3.0978,58100,3558828350
04/10/2025,ProShares UltraPro S&P500,UPRO,58.1557,64.884,-10.36974,-6.7283,58400,3396292880
04/09/2025,ProShares UltraPro S&P500,UPRO,64.884,50.4939,28.49869,14.3901,59250,3844377000
04/08/2025,ProShares UltraPro S&P500,UPRO,50.4939,53.0022,-4.73245,-2.5083,56950,2875627605
04/07/2025,ProShares UltraPro S&P500,UPRO,53.0022,53.3934,-0.73267,-0.3912,56200,2978723640
04/04/2025,ProShares UltraPro S&P500,UPRO,53.3934,65.0853,-17.96396,-11.6919,53800,2872564920
04/03/2025,ProShares UltraPro S&P500,UPRO,65.0853,76.1607,-14.54215,-11.0754,46600,3032974980
04/02/2025,ProShares UltraPro S&P500,UPRO,76.1607,74.6703,1.99597,1.4904,44550,3392959185
04/01/2025,ProShares UltraPro S&P500,UPRO,74.6703,73.8503,1.11035,0.82,44750,3341495925
03/31/2025,ProShares UltraPro S&P500,UPRO,73.8503,72.65,1.65217,1.2003,44750,3304800925
03/28/2025,ProShares UltraPro S&P500,UPRO,72.65,77.2907,-6.00422,-4.6407,45250,3287412500
03/27/2025,ProShares UltraPro S&P500,UPRO,77.2907,78.0909,-1.02470,-0.8002,47800,3694495460
03/26/2025,ProShares UltraPro S&P500,UPRO,78.0909,81.0133,-3.60731,-2.9224,46850,3658558665
03/25/2025,ProShares UltraPro S&P500,UPRO,81.0133,80.6456,0.45595,0.3677,47150,3819777095
03/24/2025,ProShares UltraPro S&P500,UPRO,80.6456,76.62,5.25398,4.0256,46950,3786310920
03/21/2025,ProShares UltraPro S&P500,UPRO,76.62,76.4892,0.17100,0.1308,46400,3555168000
03/20/2025,ProShares UltraPro S&P500,UPRO,76.4892,76.9971,-0.65964,-0.5079,46450,3552923340
03/19/2025,ProShares UltraPro S&P500,UPRO,76.9971,74.602,3.21050,2.3951,46550,3584215005
